datahora,chuva_mm,etp_mm,q_m3s
2019-09-14 18:00:00+00:00,0.000,1.022,
2019-09-15 00:00:00+00:00,0.000,0.090,
2019-09-15 06:00:00+00:00,0.000,0.069,
2019-09-15 12:00:00+00:00,0.000,1.062,
2019-09-15 18:00:00+00:00,0.000,1.555,
2019-09-16 00:00:00+00:00,0.000,0.076,
2019-09-16 06:00:00+00:00,0.000,0.036,
2019-09-16 12:00:00+00:00,0.000,1.317,
2019-09-16 18:00:00+00:00,0.000,1.896,
2019-09-17 00:00:00+00:00,0.000,0.142,
2019-09-17 06:00:00+00:00,0.000,0.065,
2019-09-17 12:00:00+00:00,0.000,1.523,
2019-09-17 18:00:00+00:00,0.000,2.457,
2019-09-18 00:00:00+00:00,0.000,0.200,
2019-09-18 06:00:00+00:00,0.000,0.135,
2019-09-18 12:00:00+00:00,0.000,1.493,
2019-09-18 18:00:00+00:00,0.386,2.116,
2019-09-19 00:00:00+00:00,0.000,0.162,
2019-09-19 06:00:00+00:00,0.000,0.085,
2019-09-19 12:00:00+00:00,0.086,1.681,
2019-09-19 18:00:00+00:00,1.757,2.287,
2019-09-20 00:00:00+00:00,14.743,0.180,
2019-09-20 06:00:00+00:00,0.786,0.116,
2019-09-20 12:00:00+00:00,12.557,1.414,
2019-09-20 18:00:00+00:00,2.214,2.116,
2019-09-21 00:00:00+00:00,0.000,0.193,
2019-09-21 06:00:00+00:00,0.000,0.125,
2019-09-21 12:00:00+00:00,0.000,1.728,
2019-09-21 18:00:00+00:00,0.000,2.403,
2019-09-22 00:00:00+00:00,0.000,0.188,
2019-09-22 06:00:00+00:00,0.000,0.088,
2019-09-22 12:00:00+00:00,0.000,1.664,
2019-09-22 18:00:00+00:00,0.000,2.418,
2019-09-23 00:00:00+00:00,0.000,0.197,
2019-09-23 06:00:00+00:00,0.000,0.109,
2019-09-23 12:00:00+00:00,0.000,1.607,
2019-09-23 18:00:00+00:00,0.086,2.168,
2019-09-24 00:00:00+00:00,0.000,0.231,
2019-09-24 06:00:00+00:00,0.000,0.120,
2019-09-24 12:00:00+00:00,0.000,1.242,
2019-09-24 18:00:00+00:00,0.000,1.650,
2019-09-25 00:00:00+00:00,0.357,0.133,
2019-09-25 06:00:00+00:00,0.000,0.065,
2019-09-25 12:00:00+00:00,0.000,1.488,
2019-09-25 18:00:00+00:00,0.000,2.112,
2019-09-26 00:00:00+00:00,0.000,0.119,
2019-09-26 06:00:00+00:00,0.000,0.063,
2019-09-26 12:00:00+00:00,0.000,1.622,
2019-09-26 18:00:00+00:00,0.000,2.326,
2019-09-27 00:00:00+00:00,0.000,0.204,
2019-09-27 06:00:00+00:00,0.000,0.106,
2019-09-27 12:00:00+00:00,0.000,1.748,
2019-09-27 18:00:00+00:00,0.000,2.558,
2019-09-28 00:00:00+00:00,0.000,0.212,
2019-09-28 06:00:00+00:00,0.000,0.115,
2019-09-28 12:00:00+00:00,0.000,1.332,
2019-09-28 18:00:00+00:00,0.000,1.633,
2019-09-29 00:00:00+00:00,0.000,0.118,
2019-09-29 06:00:00+00:00,0.000,0.059,
2019-09-29 12:00:00+00:00,0.000,1.533,
2019-09-29 18:00:00+00:00,0.000,2.094,
2019-09-30 00:00:00+00:00,0.000,0.161,
2019-09-30 06:00:00+00:00,0.000,0.105,
2019-09-30 12:00:00+00:00,0.000,1.379,
2019-09-30 18:00:00+00:00,0.000,1.831,
2019-10-01 00:00:00+00:00,0.000,0.142,
2019-10-01 06:00:00+00:00,0.000,0.052,
2019-10-01 12:00:00+00:00,0.000,1.368,
2019-10-01 18:00:00+00:00,0.000,1.955,
2019-10-02 00:00:00+00:00,0.000,0.137,
2019-10-02 06:00:00+00:00,0.000,0.075,
2019-10-02 12:00:00+00:00,0.000,1.597,
2019-10-02 18:00:00+00:00,0.029,2.118,
2019-10-03 00:00:00+00:00,17.371,0.141,
2019-10-03 06:00:00+00:00,5.229,0.072,
2019-10-03 12:00:00+00:00,0.057,1.658,
2019-10-03 18:00:00+00:00,0.000,2.385,
2019-10-04 00:00:00+00:00,0.000,0.148,
2019-10-04 06:00:00+00:00,0.000,0.076,
2019-10-04 12:00:00+00:00,0.000,1.854,
2019-10-04 18:00:00+00:00,0.000,2.495,
2019-10-05 00:00:00+00:00,0.000,0.166,
2019-10-05 06:00:00+00:00,0.000,0.080,
2019-10-05 12:00:00+00:00,0.000,1.519,
2019-10-05 18:00:00+00:00,2.600,1.826,
2019-10-06 00:00:00+00:00,4.429,0.125,
2019-10-06 06:00:00+00:00,4.943,0.068,
2019-10-06 12:00:00+00:00,1.100,1.395,
2019-10-06 18:00:00+00:00,0.157,2.052,
2019-10-07 00:00:00+00:00,0.029,0.152,
2019-10-07 06:00:00+00:00,0.000,0.077,
2019-10-07 12:00:00+00:00,0.000,1.636,
2019-10-07 18:00:00+00:00,0.000,2.126,
2019-10-08 00:00:00+00:00,0.000,0.179,
2019-10-08 06:00:00+00:00,0.000,0.095,
2019-10-08 12:00:00+00:00,0.000,1.578,
2019-10-08 18:00:00+00:00,0.000,2.295,
2019-10-09 00:00:00+00:00,0.000,0.143,
2019-10-09 06:00:00+00:00,0.000,0.077,
2019-10-09 12:00:00+00:00,0.000,1.746,
2019-10-09 18:00:00+00:00,0.000,2.367,
2019-10-10 00:00:00+00:00,0.000,0.180,
2019-10-10 06:00:00+00:00,0.000,0.086,
2019-10-10 12:00:00+00:00,0.000,1.874,
2019-10-10 18:00:00+00:00,0.000,2.156,
2019-10-11 00:00:00+00:00,0.000,0.131,
2019-10-11 06:00:00+00:00,0.000,0.065,
2019-10-11 12:00:00+00:00,0.000,1.773,
2019-10-11 18:00:00+00:00,0.000,2.275,
2019-10-12 00:00:00+00:00,0.000,0.140,
2019-10-12 06:00:00+00:00,0.000,0.070,
2019-10-12 12:00:00+00:00,0.000,1.959,
2019-10-12 18:00:00+00:00,0.000,2.457,
2019-10-13 00:00:00+00:00,0.000,0.187,
2019-10-13 06:00:00+00:00,0.000,0.073,
2019-10-13 12:00:00+00:00,0.000,1.888,
2019-10-13 18:00:00+00:00,2.314,2.183,
2019-10-14 00:00:00+00:00,0.000,0.141,
2019-10-14 06:00:00+00:00,0.000,0.068,
2019-10-14 12:00:00+00:00,0.014,1.704,
2019-10-14 18:00:00+00:00,0.014,1.958,
2019-10-15 00:00:00+00:00,0.057,0.092,
2019-10-15 06:00:00+00:00,0.000,0.055,
2019-10-15 12:00:00+00:00,0.000,1.898,
2019-10-15 18:00:00+00:00,1.300,1.937,
2019-10-16 00:00:00+00:00,0.000,0.129,
2019-10-16 06:00:00+00:00,0.000,0.071,
2019-10-16 12:00:00+00:00,0.000,1.480,
2019-10-16 18:00:00+00:00,0.000,1.671,
2019-10-17 00:00:00+00:00,0.000,0.075,
2019-10-17 06:00:00+00:00,0.000,0.038,
2019-10-17 12:00:00+00:00,0.000,1.525,
2019-10-17 18:00:00+00:00,0.000,2.179,
2019-10-18 00:00:00+00:00,0.000,0.116,
2019-10-18 06:00:00+00:00,0.000,0.050,
2019-10-18 12:00:00+00:00,0.000,2.112,
2019-10-18 18:00:00+00:00,0.000,2.412,
2019-10-19 00:00:00+00:00,2.500,0.149,
2019-10-19 06:00:00+00:00,0.229,0.079,
2019-10-19 12:00:00+00:00,0.029,1.829,
2019-10-19 18:00:00+00:00,0.000,2.530,
2019-10-20 00:00:00+00:00,0.000,0.174,
2019-10-20 06:00:00+00:00,0.000,0.101,
2019-10-20 12:00:00+00:00,0.000,2.182,
2019-10-20 18:00:00+00:00,3.600,2.654,
2019-10-21 00:00:00+00:00,7.957,0.158,
2019-10-21 06:00:00+00:00,2.243,0.098,
2019-10-21 12:00:00+00:00,8.871,1.732,
2019-10-21 18:00:00+00:00,1.086,2.405,
2019-10-22 00:00:00+00:00,0.000,0.136,
2019-10-22 06:00:00+00:00,0.000,0.079,
2019-10-22 12:00:00+00:00,0.000,2.221,
2019-10-22 18:00:00+00:00,0.000,2.982,
2019-10-23 00:00:00+00:00,0.000,0.208,
2019-10-23 06:00:00+00:00,0.000,0.109,
2019-10-23 12:00:00+00:00,0.000,2.208,
2019-10-23 18:00:00+00:00,0.000,2.382,
2019-10-24 00:00:00+00:00,0.000,0.160,
2019-10-24 06:00:00+00:00,0.000,0.097,
2019-10-24 12:00:00+00:00,0.000,2.150,
2019-10-24 18:00:00+00:00,0.000,2.492,
2019-10-25 00:00:00+00:00,0.000,0.164,
2019-10-25 06:00:00+00:00,0.000,0.097,
2019-10-25 12:00:00+00:00,0.000,1.522,
2019-10-25 18:00:00+00:00,0.000,1.934,
