datahora,Qobs,Qsim
2017-01-01 00:00:00+00:00,56.687,14.491
2017-01-01 06:00:00+00:00,54.997,15.145
2017-01-01 12:00:00+00:00,54.860,15.522
2017-01-01 18:00:00+00:00,55.302,15.675
2017-01-02 00:00:00+00:00,59.327,15.739
2017-01-02 06:00:00+00:00,68.547,15.691
2017-01-02 12:00:00+00:00,76.732,15.566
2017-01-02 18:00:00+00:00,80.568,15.394
2017-01-03 00:00:00+00:00,80.850,15.307
2017-01-03 06:00:00+00:00,78.638,15.156
2017-01-03 12:00:00+00:00,74.608,14.951
2017-01-03 18:00:00+00:00,70.122,14.775
2017-01-04 00:00:00+00:00,67.735,14.560
2017-01-04 06:00:00+00:00,67.092,14.316
2017-01-04 12:00:00+00:00,67.002,14.050
2017-01-04 18:00:00+00:00,65.722,13.958
2017-01-05 00:00:00+00:00,64.305,14.672
2017-01-05 06:00:00+00:00,61.342,15.318
2017-01-05 12:00:00+00:00,62.178,16.193
2017-01-05 18:00:00+00:00,63.025,16.646
2017-01-06 00:00:00+00:00,67.378,16.975
2017-01-06 06:00:00+00:00,80.192,19.524
2017-01-06 12:00:00+00:00,94.498,21.133
2017-01-06 18:00:00+00:00,101.453,22.107
2017-01-07 00:00:00+00:00,105.562,23.398
2017-01-07 06:00:00+00:00,109.432,24.199
2017-01-07 12:00:00+00:00,110.897,24.593
2017-01-07 18:00:00+00:00,110.413,24.773
2017-01-08 00:00:00+00:00,109.508,24.811
2017-01-08 06:00:00+00:00,108.333,24.761
2017-01-08 12:00:00+00:00,106.403,24.612
2017-01-08 18:00:00+00:00,104.065,24.386
2017-01-09 00:00:00+00:00,102.347,24.884
2017-01-09 06:00:00+00:00,99.550,25.072
2017-01-09 12:00:00+00:00,95.718,24.978
2017-01-09 18:00:00+00:00,91.522,24.764
2017-01-10 00:00:00+00:00,88.012,25.103
2017-01-10 06:00:00+00:00,86.107,25.182
2017-01-10 12:00:00+00:00,84.185,25.018
2017-01-10 18:00:00+00:00,81.870,24.714
2017-01-11 00:00:00+00:00,79.810,24.651
2017-01-11 06:00:00+00:00,77.728,24.451
2017-01-11 12:00:00+00:00,75.722,24.129
2017-01-11 18:00:00+00:00,74.012,23.742
2017-01-12 00:00:00+00:00,72.808,23.545
2017-01-12 06:00:00+00:00,71.835,23.267
2017-01-12 12:00:00+00:00,71.260,22.894
2017-01-12 18:00:00+00:00,71.178,22.476
2017-01-13 00:00:00+00:00,71.373,22.030
2017-01-13 06:00:00+00:00,71.032,21.565
2017-01-13 12:00:00+00:00,69.815,21.094
2017-01-13 18:00:00+00:00,67.860,20.613
2017-01-14 00:00:00+00:00,65.538,20.126
2017-01-14 06:00:00+00:00,63.295,19.636
2017-01-14 12:00:00+00:00,61.312,19.150
2017-01-14 18:00:00+00:00,59.692,18.665
2017-01-15 00:00:00+00:00,57.693,18.182
2017-01-15 06:00:00+00:00,56.095,17.703
2017-01-15 12:00:00+00:00,54.560,17.233
2017-01-15 18:00:00+00:00,53.080,16.746
2017-01-16 00:00:00+00:00,51.610,16.281
2017-01-16 06:00:00+00:00,50.622,15.829
2017-01-16 12:00:00+00:00,49.740,15.384
2017-01-16 18:00:00+00:00,48.928,14.942
2017-01-17 00:00:00+00:00,48.083,16.041
2017-01-17 06:00:00+00:00,50.300,17.716
2017-01-17 12:00:00+00:00,48.950,18.633
2017-01-17 18:00:00+00:00,47.118,19.095
2017-01-18 00:00:00+00:00,46.765,19.569
2017-01-18 06:00:00+00:00,46.905,19.783
2017-01-18 12:00:00+00:00,47.822,19.802
2017-01-18 18:00:00+00:00,48.683,19.719
2017-01-19 00:00:00+00:00,49.240,19.579
2017-01-19 06:00:00+00:00,49.533,19.605
2017-01-19 12:00:00+00:00,49.278,19.508
2017-01-19 18:00:00+00:00,48.357,19.300
2017-01-20 00:00:00+00:00,48.322,19.036
2017-01-20 06:00:00+00:00,50.960,18.734
2017-01-20 12:00:00+00:00,55.140,18.409
2017-01-20 18:00:00+00:00,57.022,18.063
2017-01-21 00:00:00+00:00,56.540,17.700
2017-01-21 06:00:00+00:00,55.042,17.313
2017-01-21 12:00:00+00:00,53.068,16.932
2017-01-21 18:00:00+00:00,51.128,16.545
2017-01-22 00:00:00+00:00,49.843,16.161
2017-01-22 06:00:00+00:00,49.193,15.779
2017-01-22 12:00:00+00:00,48.522,15.407
2017-01-22 18:00:00+00:00,48.705,15.423
2017-01-23 00:00:00+00:00,48.618,15.323
2017-01-23 06:00:00+00:00,48.458,15.093
2017-01-23 12:00:00+00:00,48.168,14.820
2017-01-23 18:00:00+00:00,48.243,14.521
2017-01-24 00:00:00+00:00,48.688,14.437
2017-01-24 06:00:00+00:00,49.092,14.266
2017-01-24 12:00:00+00:00,49.225,14.021
2017-01-24 18:00:00+00:00,48.765,13.760
2017-01-25 00:00:00+00:00,48.223,13.490
2017-01-25 06:00:00+00:00,47.010,13.460
2017-01-25 12:00:00+00:00,46.357,14.208
2017-01-25 18:00:00+00:00,47.143,15.744
2017-01-26 00:00:00+00:00,49.073,17.067
2017-01-26 06:00:00+00:00,50.787,17.749
2017-01-26 12:00:00+00:00,55.663,18.071
2017-01-26 18:00:00+00:00,62.682,18.451
2017-01-27 00:00:00+00:00,69.912,19.077
2017-01-27 06:00:00+00:00,75.172,19.381
2017-01-27 12:00:00+00:00,76.732,19.450
2017-01-27 18:00:00+00:00,75.005,19.406
2017-01-28 00:00:00+00:00,72.208,19.396
2017-01-28 06:00:00+00:00,70.165,19.294
2017-01-28 12:00:00+00:00,68.677,19.109
2017-01-28 18:00:00+00:00,67.188,18.882
2017-01-29 00:00:00+00:00,66.178,18.997
2017-01-29 06:00:00+00:00,64.655,18.981
2017-01-29 12:00:00+00:00,63.068,18.822
2017-01-29 18:00:00+00:00,61.713,18.582
2017-01-30 00:00:00+00:00,60.708,18.312
2017-01-30 06:00:00+00:00,60.115,18.008
2017-01-30 12:00:00+00:00,59.680,17.678
2017-01-30 18:00:00+00:00,59.193,17.491
2017-01-31 00:00:00+00:00,59.300,17.286
2017-01-31 06:00:00+00:00,58.855,17.014
2017-01-31 12:00:00+00:00,57.972,16.701
2017-01-31 18:00:00+00:00,57.100,16.774
2017-02-01 00:00:00+00:00,57.740,17.276
2017-02-01 06:00:00+00:00,57.113,17.457
2017-02-01 12:00:00+00:00,56.713,17.406
2017-02-01 18:00:00+00:00,56.917,17.329
2017-02-02 00:00:00+00:00,58.427,17.172
2017-02-02 06:00:00+00:00,59.942,17.053
2017-02-02 12:00:00+00:00,59.733,16.857
2017-02-02 18:00:00+00:00,57.375,16.818
2017-02-03 00:00:00+00:00,55.947,18.068
2017-02-03 06:00:00+00:00,54.987,19.148
2017-02-03 12:00:00+00:00,52.797,19.652
2017-02-03 18:00:00+00:00,51.373,19.979
2017-02-04 00:00:00+00:00,56.087,23.517
2017-02-04 06:00:00+00:00,56.933,25.742
2017-02-04 12:00:00+00:00,58.215,26.823
2017-02-04 18:00:00+00:00,60.003,27.443
2017-02-05 00:00:00+00:00,64.527,27.770
2017-02-05 06:00:00+00:00,71.943,27.899
2017-02-05 12:00:00+00:00,76.042,27.878
2017-02-05 18:00:00+00:00,75.007,27.739
2017-02-06 00:00:00+00:00,71.090,27.809
2017-02-06 06:00:00+00:00,66.112,27.734
2017-02-06 12:00:00+00:00,61.533,27.513
2017-02-06 18:00:00+00:00,58.012,27.203
2017-02-07 00:00:00+00:00,55.125,26.830
2017-02-07 06:00:00+00:00,52.995,26.486
2017-02-07 12:00:00+00:00,51.607,26.080
2017-02-07 18:00:00+00:00,50.343,25.649
2017-02-08 00:00:00+00:00,48.193,25.177
2017-02-08 06:00:00+00:00,46.617,24.663
2017-02-08 12:00:00+00:00,44.965,24.150
2017-02-08 18:00:00+00:00,43.132,23.624
2017-02-09 00:00:00+00:00,41.308,23.111
2017-02-09 06:00:00+00:00,39.802,22.612
2017-02-09 12:00:00+00:00,38.857,22.111
2017-02-09 18:00:00+00:00,38.063,21.593
2017-02-10 00:00:00+00:00,37.325,21.069
2017-02-10 06:00:00+00:00,36.943,20.593
2017-02-10 12:00:00+00:00,36.648,20.181
2017-02-10 18:00:00+00:00,36.293,19.727
2017-02-11 00:00:00+00:00,36.022,19.248
2017-02-11 06:00:00+00:00,35.742,18.761
2017-02-11 12:00:00+00:00,35.383,18.274
2017-02-11 18:00:00+00:00,35.088,17.878
2017-02-12 00:00:00+00:00,35.982,22.493
2017-02-12 06:00:00+00:00,39.807,27.502
2017-02-12 12:00:00+00:00,44.422,30.814
2017-02-12 18:00:00+00:00,54.655,33.513
2017-02-13 00:00:00+00:00,70.842,37.125
2017-02-13 06:00:00+00:00,87.843,41.863
2017-02-13 12:00:00+00:00,107.825,45.403
2017-02-13 18:00:00+00:00,124.423,47.450
2017-02-14 00:00:00+00:00,139.970,48.700
2017-02-14 06:00:00+00:00,153.265,49.441
2017-02-14 12:00:00+00:00,162.267,49.833
2017-02-14 18:00:00+00:00,166.927,49.949
2017-02-15 00:00:00+00:00,167.410,50.805
2017-02-15 06:00:00+00:00,164.472,51.155
2017-02-15 12:00:00+00:00,159.128,51.059
2017-02-15 18:00:00+00:00,152.065,50.735
2017-02-16 00:00:00+00:00,143.827,50.233
2017-02-16 06:00:00+00:00,135.660,49.629
2017-02-16 12:00:00+00:00,128.000,48.930
2017-02-16 18:00:00+00:00,121.077,48.156
2017-02-17 00:00:00+00:00,114.540,47.307
2017-02-17 06:00:00+00:00,109.100,46.426
2017-02-17 12:00:00+00:00,104.442,45.522
2017-02-17 18:00:00+00:00,100.520,44.585
2017-02-18 00:00:00+00:00,96.787,45.915
2017-02-18 06:00:00+00:00,93.402,46.894
2017-02-18 12:00:00+00:00,89.812,46.992
2017-02-18 18:00:00+00:00,86.567,46.688
2017-02-19 00:00:00+00:00,85.133,46.207
2017-02-19 06:00:00+00:00,85.937,45.596
2017-02-19 12:00:00+00:00,87.602,44.874
2017-02-19 18:00:00+00:00,88.663,44.074
2017-02-20 00:00:00+00:00,87.948,43.304
2017-02-20 06:00:00+00:00,86.112,42.467
2017-02-20 12:00:00+00:00,83.307,41.579
2017-02-20 18:00:00+00:00,79.810,40.667
2017-02-21 00:00:00+00:00,76.418,39.733
2017-02-21 06:00:00+00:00,74.335,38.785
2017-02-21 12:00:00+00:00,72.940,37.835
2017-02-21 18:00:00+00:00,71.122,36.882
2017-02-22 00:00:00+00:00,68.915,35.930
2017-02-22 06:00:00+00:00,66.823,34.983
2017-02-22 12:00:00+00:00,64.713,34.048
2017-02-22 18:00:00+00:00,62.382,33.122
2017-02-23 00:00:00+00:00,59.813,32.205
2017-02-23 06:00:00+00:00,57.323,31.301
2017-02-23 12:00:00+00:00,56.000,30.411
2017-02-23 18:00:00+00:00,,29.706
2017-02-24 00:00:00+00:00,,30.830
2017-02-24 06:00:00+00:00,,31.318
2017-02-24 12:00:00+00:00,,31.219
2017-02-24 18:00:00+00:00,50.940,30.917
2017-02-25 00:00:00+00:00,55.805,30.482
2017-02-25 06:00:00+00:00,65.677,29.982
2017-02-25 12:00:00+00:00,73.535,29.421
2017-02-25 18:00:00+00:00,76.688,29.093
2017-02-26 00:00:00+00:00,76.220,30.239
2017-02-26 06:00:00+00:00,76.822,30.733
2017-02-26 12:00:00+00:00,78.203,30.694
2017-02-26 18:00:00+00:00,77.258,30.446
2017-02-27 00:00:00+00:00,74.860,30.108
2017-02-27 06:00:00+00:00,73.827,29.677
2017-02-27 12:00:00+00:00,72.830,29.176
2017-02-27 18:00:00+00:00,70.678,28.630
2017-02-28 00:00:00+00:00,68.003,28.052
2017-02-28 06:00:00+00:00,65.035,27.450
2017-02-28 12:00:00+00:00,62.137,26.832
2017-02-28 18:00:00+00:00,59.153,26.203
2017-03-01 00:00:00+00:00,57.648,26.808
2017-03-01 06:00:00+00:00,57.430,27.101
2017-03-01 12:00:00+00:00,56.453,26.977
2017-03-01 18:00:00+00:00,54.938,27.109
2017-03-02 00:00:00+00:00,57.187,30.830
2017-03-02 06:00:00+00:00,60.700,33.068
2017-03-02 12:00:00+00:00,63.072,34.047
2017-03-02 18:00:00+00:00,67.672,34.646
2017-03-03 00:00:00+00:00,72.077,35.287
2017-03-03 06:00:00+00:00,74.607,35.544
2017-03-03 12:00:00+00:00,75.563,35.511
2017-03-03 18:00:00+00:00,74.433,36.413
2017-03-04 00:00:00+00:00,74.860,37.363
2017-03-04 06:00:00+00:00,72.212,37.697
2017-03-04 12:00:00+00:00,69.095,37.645
2017-03-04 18:00:00+00:00,66.190,37.393
2017-03-05 00:00:00+00:00,65.713,37.142
2017-03-05 06:00:00+00:00,66.650,36.768
2017-03-05 12:00:00+00:00,67.267,36.325
2017-03-05 18:00:00+00:00,67.593,36.295
2017-03-06 00:00:00+00:00,67.847,37.698
2017-03-06 06:00:00+00:00,70.993,38.509
2017-03-06 12:00:00+00:00,72.398,38.722
2017-03-06 18:00:00+00:00,76.990,38.659
2017-03-07 00:00:00+00:00,81.810,38.396
2017-03-07 06:00:00+00:00,85.525,37.983
2017-03-07 12:00:00+00:00,87.140,37.464
2017-03-07 18:00:00+00:00,86.147,36.917
2017-03-08 00:00:00+00:00,83.837,36.295
2017-03-08 06:00:00+00:00,80.975,35.625
2017-03-08 12:00:00+00:00,78.040,34.917
2017-03-08 18:00:00+00:00,74.660,34.186
2017-03-09 00:00:00+00:00,71.370,33.437
2017-03-09 06:00:00+00:00,68.662,32.682
2017-03-09 12:00:00+00:00,66.423,31.919
2017-03-09 18:00:00+00:00,64.288,31.147
2017-03-10 00:00:00+00:00,62.213,30.373
2017-03-10 06:00:00+00:00,60.477,29.599
2017-03-10 12:00:00+00:00,59.253,28.828
2017-03-10 18:00:00+00:00,57.900,28.367
2017-03-11 00:00:00+00:00,56.208,27.823
2017-03-11 06:00:00+00:00,54.678,27.196
2017-03-11 12:00:00+00:00,53.202,26.537
2017-03-11 18:00:00+00:00,51.760,25.868
2017-03-12 00:00:00+00:00,50.997,25.195
2017-03-12 06:00:00+00:00,50.852,24.522
2017-03-12 12:00:00+00:00,50.007,23.854
2017-03-12 18:00:00+00:00,47.933,23.412
2017-03-13 00:00:00+00:00,50.965,25.992
2017-03-13 06:00:00+00:00,53.220,27.490
2017-03-13 12:00:00+00:00,52.483,28.003
2017-03-13 18:00:00+00:00,52.865,28.158
2017-03-14 00:00:00+00:00,53.798,28.019
2017-03-14 06:00:00+00:00,55.348,27.827
2017-03-14 12:00:00+00:00,56.063,27.542
2017-03-14 18:00:00+00:00,55.215,27.178
2017-03-15 00:00:00+00:00,52.913,26.756
2017-03-15 06:00:00+00:00,50.742,26.290
2017-03-15 12:00:00+00:00,49.120,25.793
2017-03-15 18:00:00+00:00,47.885,25.271
2017-03-16 00:00:00+00:00,46.908,24.728
2017-03-16 06:00:00+00:00,46.082,24.177
2017-03-16 12:00:00+00:00,45.313,23.617
2017-03-16 18:00:00+00:00,43.935,23.059
2017-03-17 00:00:00+00:00,42.555,23.055
2017-03-17 06:00:00+00:00,41.570,22.856
2017-03-17 12:00:00+00:00,41.055,22.552
2017-03-17 18:00:00+00:00,40.765,22.690
2017-03-18 00:00:00+00:00,40.672,22.673
2017-03-18 06:00:00+00:00,41.243,22.505
2017-03-18 12:00:00+00:00,42.243,22.257
2017-03-18 18:00:00+00:00,43.278,21.945
2017-03-19 00:00:00+00:00,43.738,21.664
2017-03-19 06:00:00+00:00,44.458,21.331
2017-03-19 12:00:00+00:00,45.077,20.973
2017-03-19 18:00:00+00:00,45.655,20.624
2017-03-20 00:00:00+00:00,46.312,20.422
2017-03-20 06:00:00+00:00,46.682,20.131
2017-03-20 12:00:00+00:00,45.892,19.803
2017-03-20 18:00:00+00:00,45.198,19.522
2017-03-21 00:00:00+00:00,44.120,19.180
2017-03-21 06:00:00+00:00,43.107,18.805
2017-03-21 12:00:00+00:00,41.982,18.435
2017-03-21 18:00:00+00:00,40.400,18.260
2017-03-22 00:00:00+00:00,39.762,17.888
2017-03-22 06:00:00+00:00,39.742,17.530
2017-03-22 12:00:00+00:00,39.988,17.251
2017-03-22 18:00:00+00:00,39.833,16.934
2017-03-23 00:00:00+00:00,39.345,16.544
2017-03-23 06:00:00+00:00,39.132,16.122
2017-03-23 12:00:00+00:00,38.722,15.785
2017-03-23 18:00:00+00:00,38.475,15.442
2017-03-24 00:00:00+00:00,38.293,15.084
2017-03-24 06:00:00+00:00,38.023,14.717
2017-03-24 12:00:00+00:00,37.680,14.344
2017-03-24 18:00:00+00:00,37.588,13.971
2017-03-25 00:00:00+00:00,39.043,14.806
2017-03-25 06:00:00+00:00,38.685,15.256
2017-03-25 12:00:00+00:00,38.103,15.332
2017-03-25 18:00:00+00:00,38.407,15.288
2017-03-26 00:00:00+00:00,38.637,15.204
2017-03-26 06:00:00+00:00,39.380,15.045
2017-03-26 12:00:00+00:00,40.072,14.836
2017-03-26 18:00:00+00:00,40.138,14.593
2017-03-27 00:00:00+00:00,39.168,14.326
2017-03-27 06:00:00+00:00,37.727,14.049
2017-03-27 12:00:00+00:00,36.345,13.759
2017-03-27 18:00:00+00:00,35.455,14.108
2017-03-28 00:00:00+00:00,34.942,14.289
2017-03-28 06:00:00+00:00,34.538,14.356
2017-03-28 12:00:00+00:00,33.808,14.398
2017-03-28 18:00:00+00:00,33.047,14.439
2017-03-29 00:00:00+00:00,33.138,14.397
2017-03-29 06:00:00+00:00,34.605,14.518
2017-03-29 12:00:00+00:00,36.218,14.577
2017-03-29 18:00:00+00:00,36.545,14.499
2017-03-30 00:00:00+00:00,36.238,14.461
2017-03-30 06:00:00+00:00,36.215,14.360
2017-03-30 12:00:00+00:00,35.840,14.235
2017-03-30 18:00:00+00:00,35.510,14.076
2017-03-31 00:00:00+00:00,35.235,13.866
2017-03-31 06:00:00+00:00,35.478,13.627
2017-03-31 12:00:00+00:00,35.367,13.572
2017-03-31 18:00:00+00:00,35.098,13.476
2017-04-01 00:00:00+00:00,34.883,13.293
2017-04-01 06:00:00+00:00,34.888,13.067
2017-04-01 12:00:00+00:00,34.873,12.868
2017-04-01 18:00:00+00:00,34.540,12.743
2017-04-02 00:00:00+00:00,34.390,12.558
2017-04-02 06:00:00+00:00,34.480,12.394
2017-04-02 12:00:00+00:00,34.613,12.200
2017-04-02 18:00:00+00:00,34.540,11.974
2017-04-03 00:00:00+00:00,34.697,11.692
2017-04-03 06:00:00+00:00,34.928,11.451
2017-04-03 12:00:00+00:00,34.738,11.201
2017-04-03 18:00:00+00:00,34.412,10.947
2017-04-04 00:00:00+00:00,33.885,10.688
2017-04-04 06:00:00+00:00,33.203,10.425
2017-04-04 12:00:00+00:00,32.687,10.161
2017-04-04 18:00:00+00:00,32.367,9.892
2017-04-05 00:00:00+00:00,31.800,9.597
2017-04-05 06:00:00+00:00,32.173,9.344
2017-04-05 12:00:00+00:00,33.355,9.152
2017-04-05 18:00:00+00:00,34.585,9.914
2017-04-06 00:00:00+00:00,38.660,13.882
2017-04-06 06:00:00+00:00,40.033,16.431
2017-04-06 12:00:00+00:00,40.080,17.785
2017-04-06 18:00:00+00:00,40.873,19.538
2017-04-07 00:00:00+00:00,45.693,20.927
2017-04-07 06:00:00+00:00,53.948,21.755
2017-04-07 12:00:00+00:00,59.675,22.249
2017-04-07 18:00:00+00:00,61.233,22.538
2017-04-08 00:00:00+00:00,60.453,22.638
2017-04-08 06:00:00+00:00,57.780,22.655
2017-04-08 12:00:00+00:00,56.892,22.607
2017-04-08 18:00:00+00:00,,22.461
2017-04-09 00:00:00+00:00,,22.177
2017-04-09 06:00:00+00:00,50.192,21.962
2017-04-09 12:00:00+00:00,48.323,21.764
2017-04-09 18:00:00+00:00,46.565,21.496
2017-04-10 00:00:00+00:00,45.123,21.168
2017-04-10 06:00:00+00:00,43.512,20.827
2017-04-10 12:00:00+00:00,42.227,20.480
2017-04-10 18:00:00+00:00,41.300,20.098
2017-04-11 00:00:00+00:00,40.662,19.701
2017-04-11 06:00:00+00:00,40.235,19.296
2017-04-11 12:00:00+00:00,39.845,18.885
2017-04-11 18:00:00+00:00,39.424,18.464
2017-04-12 00:00:00+00:00,39.060,18.279
2017-04-12 06:00:00+00:00,38.712,18.022
2017-04-12 12:00:00+00:00,38.908,17.682
2017-04-12 18:00:00+00:00,38.483,17.299
2017-04-13 00:00:00+00:00,37.147,16.873
2017-04-13 06:00:00+00:00,36.843,16.476
2017-04-13 12:00:00+00:00,37.073,16.076
2017-04-13 18:00:00+00:00,36.602,15.675
2017-04-14 00:00:00+00:00,35.815,15.274
2017-04-14 06:00:00+00:00,35.348,14.876
2017-04-14 12:00:00+00:00,35.418,14.481
2017-04-14 18:00:00+00:00,35.258,14.089
2017-04-15 00:00:00+00:00,35.078,13.703
2017-04-15 06:00:00+00:00,35.607,13.322
2017-04-15 12:00:00+00:00,36.240,12.947
2017-04-15 18:00:00+00:00,36.555,12.579
2017-04-16 00:00:00+00:00,36.386,12.217
2017-04-16 06:00:00+00:00,36.690,12.804
2017-04-16 12:00:00+00:00,36.425,13.081
2017-04-16 18:00:00+00:00,35.268,13.074
2017-04-17 00:00:00+00:00,34.853,12.989
2017-04-17 06:00:00+00:00,34.495,12.859
2017-04-17 12:00:00+00:00,34.415,12.700
2017-04-17 18:00:00+00:00,33.898,12.491
2017-04-18 00:00:00+00:00,33.723,12.262
2017-04-18 06:00:00+00:00,33.667,12.044
2017-04-18 12:00:00+00:00,33.587,11.834
2017-04-18 18:00:00+00:00,33.195,11.600
2017-04-19 00:00:00+00:00,32.608,11.353
2017-04-19 06:00:00+00:00,32.345,11.095
2017-04-19 12:00:00+00:00,32.330,10.831
2017-04-19 18:00:00+00:00,31.885,10.560
2017-04-20 00:00:00+00:00,31.328,10.226
2017-04-20 06:00:00+00:00,30.972,9.968
2017-04-20 12:00:00+00:00,30.807,9.710
2017-04-20 18:00:00+00:00,30.650,9.453
2017-04-21 00:00:00+00:00,29.892,9.399
2017-04-21 06:00:00+00:00,29.638,9.999
2017-04-21 12:00:00+00:00,29.995,10.304
2017-04-21 18:00:00+00:00,29.683,10.370
2017-04-22 00:00:00+00:00,29.978,10.462
2017-04-22 06:00:00+00:00,31.220,12.108
2017-04-22 12:00:00+00:00,32.138,13.133
2017-04-22 18:00:00+00:00,32.697,13.600
2017-04-23 00:00:00+00:00,33.377,13.844
2017-04-23 06:00:00+00:00,33.630,13.953
2017-04-23 12:00:00+00:00,33.503,13.970
2017-04-23 18:00:00+00:00,33.288,13.920
2017-04-24 00:00:00+00:00,33.167,13.805
2017-04-24 06:00:00+00:00,32.908,13.666
2017-04-24 12:00:00+00:00,32.738,13.493
2017-04-24 18:00:00+00:00,32.757,13.284
2017-04-25 00:00:00+00:00,33.037,13.067
2017-04-25 06:00:00+00:00,33.165,12.834
2017-04-25 12:00:00+00:00,32.943,12.589
2017-04-25 18:00:00+00:00,32.573,12.336
2017-04-26 00:00:00+00:00,31.755,12.073
2017-04-26 06:00:00+00:00,31.578,11.809
2017-04-26 12:00:00+00:00,34.042,14.285
2017-04-26 18:00:00+00:00,34.932,15.839
2017-04-27 00:00:00+00:00,33.958,16.525
2017-04-27 06:00:00+00:00,33.862,16.896
2017-04-27 12:00:00+00:00,34.128,17.079
2017-04-27 18:00:00+00:00,34.830,17.136
2017-04-28 00:00:00+00:00,36.627,17.103
2017-04-28 06:00:00+00:00,37.923,17.002
2017-04-28 12:00:00+00:00,38.015,16.846
2017-04-28 18:00:00+00:00,36.478,16.644
2017-04-29 00:00:00+00:00,35.157,16.414
2017-04-29 06:00:00+00:00,34.520,16.161
2017-04-29 12:00:00+00:00,34.012,15.894
2017-04-29 18:00:00+00:00,33.080,15.618
2017-04-30 00:00:00+00:00,32.173,15.322
2017-04-30 06:00:00+00:00,31.565,15.011
2017-04-30 12:00:00+00:00,31.352,14.700
2017-04-30 18:00:00+00:00,30.728,14.381
2017-05-01 00:00:00+00:00,29.977,14.054
2017-05-01 06:00:00+00:00,29.310,13.723
2017-05-01 12:00:00+00:00,28.902,13.408
2017-05-01 18:00:00+00:00,28.097,13.088
2017-05-02 00:00:00+00:00,27.608,12.736
2017-05-02 06:00:00+00:00,27.668,12.415
2017-05-02 12:00:00+00:00,27.903,12.093
2017-05-02 18:00:00+00:00,27.428,11.777
2017-05-03 00:00:00+00:00,26.610,11.462
2017-05-03 06:00:00+00:00,25.548,11.152
2017-05-03 12:00:00+00:00,24.845,10.844
2017-05-03 18:00:00+00:00,24.590,10.542
2017-05-04 00:00:00+00:00,24.360,10.245
2017-05-04 06:00:00+00:00,24.848,9.952
2017-05-04 12:00:00+00:00,25.893,9.666
2017-05-04 18:00:00+00:00,26.263,9.681
2017-05-05 00:00:00+00:00,26.002,10.048
2017-05-05 06:00:00+00:00,26.048,10.890
2017-05-05 12:00:00+00:00,26.583,11.330
2017-05-05 18:00:00+00:00,26.502,11.516
2017-05-06 00:00:00+00:00,26.508,11.623
2017-05-06 06:00:00+00:00,27.200,11.620
2017-05-06 12:00:00+00:00,28.675,11.551
2017-05-06 18:00:00+00:00,30.218,11.442
2017-05-07 00:00:00+00:00,31.957,11.296
2017-05-07 06:00:00+00:00,32.905,11.128
2017-05-07 12:00:00+00:00,32.512,10.956
2017-05-07 18:00:00+00:00,31.287,10.771
2017-05-08 00:00:00+00:00,30.257,10.569
2017-05-08 06:00:00+00:00,29.415,10.356
2017-05-08 12:00:00+00:00,28.530,10.131
2017-05-08 18:00:00+00:00,27.950,9.908
2017-05-09 00:00:00+00:00,27.958,9.682
2017-05-09 06:00:00+00:00,27.995,9.453
2017-05-09 12:00:00+00:00,27.787,9.221
2017-05-09 18:00:00+00:00,27.362,8.988
2017-05-10 00:00:00+00:00,26.897,8.764
2017-05-10 06:00:00+00:00,26.588,8.538
2017-05-10 12:00:00+00:00,26.523,8.319
2017-05-10 18:00:00+00:00,26.365,8.101
2017-05-11 00:00:00+00:00,25.545,7.884
2017-05-11 06:00:00+00:00,25.068,7.671
2017-05-11 12:00:00+00:00,25.327,7.460
2017-05-11 18:00:00+00:00,25.278,7.256
2017-05-12 00:00:00+00:00,24.262,7.055
2017-05-12 06:00:00+00:00,23.413,6.857
2017-05-12 12:00:00+00:00,23.820,6.661
2017-05-12 18:00:00+00:00,24.702,6.469
2017-05-13 00:00:00+00:00,24.215,6.281
2017-05-13 06:00:00+00:00,23.977,6.097
2017-05-13 12:00:00+00:00,24.287,5.916
2017-05-13 18:00:00+00:00,24.337,5.717
2017-05-14 00:00:00+00:00,23.883,5.461
2017-05-14 06:00:00+00:00,22.533,8.346
2017-05-14 12:00:00+00:00,27.357,10.196
2017-05-14 18:00:00+00:00,26.948,11.081
2017-05-15 00:00:00+00:00,28.035,11.636
2017-05-15 06:00:00+00:00,29.828,11.994
2017-05-15 12:00:00+00:00,32.718,12.218
2017-05-15 18:00:00+00:00,34.807,12.346
2017-05-16 00:00:00+00:00,35.040,12.395
2017-05-16 06:00:00+00:00,33.708,12.385
2017-05-16 12:00:00+00:00,31.563,12.327
2017-05-16 18:00:00+00:00,29.357,12.235
2017-05-17 00:00:00+00:00,28.038,12.111
2017-05-17 06:00:00+00:00,27.418,11.960
2017-05-17 12:00:00+00:00,27.245,11.787
2017-05-17 18:00:00+00:00,27.183,11.600
2017-05-18 00:00:00+00:00,26.527,11.405
2017-05-18 06:00:00+00:00,25.983,11.198
2017-05-18 12:00:00+00:00,26.038,11.025
2017-05-18 18:00:00+00:00,26.160,11.618
2017-05-19 00:00:00+00:00,26.882,13.776
2017-05-19 06:00:00+00:00,27.428,16.895
2017-05-19 12:00:00+00:00,35.748,23.026
2017-05-19 18:00:00+00:00,42.827,26.936
2017-05-20 00:00:00+00:00,50.020,29.127
2017-05-20 06:00:00+00:00,64.555,30.609
2017-05-20 12:00:00+00:00,87.188,31.681
2017-05-20 18:00:00+00:00,105.678,32.507
