datahora,chuva_mm,etp_mm,q_m3s
2019-08-31 18:00:00+00:00,6.100,1.137,
2019-09-01 00:00:00+00:00,0.541,0.070,
2019-09-01 06:00:00+00:00,0.282,0.035,
2019-09-01 12:00:00+00:00,1.682,0.904,
2019-09-01 18:00:00+00:00,0.285,1.667,
2019-09-02 00:00:00+00:00,4.665,0.092,
2019-09-02 06:00:00+00:00,0.015,0.047,
2019-09-02 12:00:00+00:00,0.015,1.156,
2019-09-02 18:00:00+00:00,0.003,2.072,
2019-09-03 00:00:00+00:00,0.000,0.122,
2019-09-03 06:00:00+00:00,0.000,0.033,
2019-09-03 12:00:00+00:00,0.000,1.283,
2019-09-03 18:00:00+00:00,0.000,2.078,
2019-09-04 00:00:00+00:00,0.000,0.110,
2019-09-04 06:00:00+00:00,0.000,0.062,
2019-09-04 12:00:00+00:00,0.000,1.000,
2019-09-04 18:00:00+00:00,0.000,1.704,
2019-09-05 00:00:00+00:00,0.238,0.115,
2019-09-05 06:00:00+00:00,0.000,0.045,
2019-09-05 12:00:00+00:00,0.000,0.914,
2019-09-05 18:00:00+00:00,0.000,1.546,
2019-09-06 00:00:00+00:00,0.794,0.067,
2019-09-06 06:00:00+00:00,0.000,0.043,
2019-09-06 12:00:00+00:00,2.344,1.045,
2019-09-06 18:00:00+00:00,0.229,1.835,
2019-09-07 00:00:00+00:00,0.532,0.116,
2019-09-07 06:00:00+00:00,0.000,0.072,
2019-09-07 12:00:00+00:00,0.000,1.145,
2019-09-07 18:00:00+00:00,0.000,2.079,
2019-09-08 00:00:00+00:00,0.000,0.137,
2019-09-08 06:00:00+00:00,0.000,0.061,
2019-09-08 12:00:00+00:00,0.000,0.819,
2019-09-08 18:00:00+00:00,0.000,1.111,
2019-09-09 00:00:00+00:00,0.000,0.059,
2019-09-09 06:00:00+00:00,0.000,0.031,
2019-09-09 12:00:00+00:00,0.000,0.699,
2019-09-09 18:00:00+00:00,0.000,1.266,
2019-09-10 00:00:00+00:00,0.000,0.064,
2019-09-10 06:00:00+00:00,0.000,0.036,
2019-09-10 12:00:00+00:00,0.000,0.789,
2019-09-10 18:00:00+00:00,0.000,1.261,
2019-09-11 00:00:00+00:00,0.000,0.095,
2019-09-11 06:00:00+00:00,0.000,0.056,
2019-09-11 12:00:00+00:00,0.000,1.025,
2019-09-11 18:00:00+00:00,0.000,1.570,
2019-09-12 00:00:00+00:00,0.000,0.068,
2019-09-12 06:00:00+00:00,0.000,0.036,
2019-09-12 12:00:00+00:00,0.000,0.767,
2019-09-12 18:00:00+00:00,0.000,1.095,
2019-09-13 00:00:00+00:00,0.209,0.069,
2019-09-13 06:00:00+00:00,0.076,0.041,
2019-09-13 12:00:00+00:00,0.000,0.751,
2019-09-13 18:00:00+00:00,0.000,1.209,
2019-09-14 00:00:00+00:00,0.006,0.058,
2019-09-14 06:00:00+00:00,0.062,0.030,
2019-09-14 12:00:00+00:00,0.000,0.694,
2019-09-14 18:00:00+00:00,0.000,1.257,
2019-09-15 00:00:00+00:00,0.076,0.059,
2019-09-15 06:00:00+00:00,0.000,0.034,
