datahora,chuva_mm,etp_mm,q_m3s
2019-08-04 18:00:00+00:00,0.000,1.269,6.630
2019-08-05 00:00:00+00:00,0.000,0.075,6.502
2019-08-05 06:00:00+00:00,0.000,0.056,6.285
2019-08-05 12:00:00+00:00,0.000,0.844,6.548
2019-08-05 18:00:00+00:00,0.000,1.585,6.602
2019-08-06 00:00:00+00:00,0.000,0.066,6.708
2019-08-06 06:00:00+00:00,0.000,0.023,5.987
2019-08-06 12:00:00+00:00,0.000,0.771,5.550
2019-08-06 18:00:00+00:00,0.000,1.764,6.728
2019-08-07 00:00:00+00:00,0.000,0.053,6.688
2019-08-07 06:00:00+00:00,0.000,0.029,6.762
2019-08-07 12:00:00+00:00,0.000,0.757,6.347
2019-08-07 18:00:00+00:00,0.000,1.778,6.268
2019-08-08 00:00:00+00:00,0.000,0.092,6.158
2019-08-08 06:00:00+00:00,0.000,0.036,6.958
2019-08-08 12:00:00+00:00,0.000,0.907,6.670
2019-08-08 18:00:00+00:00,0.000,1.709,6.442
2019-08-09 00:00:00+00:00,0.000,0.089,6.617
2019-08-09 06:00:00+00:00,0.000,0.057,6.478
2019-08-09 12:00:00+00:00,0.000,0.800,5.255
2019-08-09 18:00:00+00:00,0.000,1.603,6.167
2019-08-10 00:00:00+00:00,0.000,0.083,6.253
2019-08-10 06:00:00+00:00,0.000,0.027,6.092
2019-08-10 12:00:00+00:00,0.000,0.898,6.272
2019-08-10 18:00:00+00:00,0.000,1.613,6.248
2019-08-11 00:00:00+00:00,0.000,0.068,6.053
2019-08-11 06:00:00+00:00,0.000,0.035,6.337
2019-08-11 12:00:00+00:00,0.000,0.983,6.275
2019-08-11 18:00:00+00:00,0.000,2.186,6.160
2019-08-12 00:00:00+00:00,0.000,0.118,6.152
2019-08-12 06:00:00+00:00,0.000,0.056,6.175
2019-08-12 12:00:00+00:00,0.000,1.013,5.773
2019-08-12 18:00:00+00:00,0.000,1.867,6.090
2019-08-13 00:00:00+00:00,0.000,0.100,5.683
2019-08-13 06:00:00+00:00,0.000,0.050,4.288
2019-08-13 12:00:00+00:00,0.000,0.863,5.715
2019-08-13 18:00:00+00:00,0.000,1.636,6.045
2019-08-14 00:00:00+00:00,0.000,0.099,5.858
2019-08-14 06:00:00+00:00,0.000,0.056,5.667
2019-08-14 12:00:00+00:00,0.000,0.788,5.373
2019-08-14 18:00:00+00:00,0.000,1.738,6.005
2019-08-15 00:00:00+00:00,0.000,0.112,5.958
2019-08-15 06:00:00+00:00,0.000,0.052,4.898
2019-08-15 12:00:00+00:00,0.000,0.733,5.202
2019-08-15 18:00:00+00:00,0.000,1.417,5.402
2019-08-16 00:00:00+00:00,0.000,0.084,5.507
2019-08-16 06:00:00+00:00,0.000,0.037,5.167
2019-08-16 12:00:00+00:00,0.000,0.870,5.708
2019-08-16 18:00:00+00:00,0.000,1.646,5.555
2019-08-17 00:00:00+00:00,0.000,0.110,4.162
2019-08-17 06:00:00+00:00,0.000,0.042,5.040
2019-08-17 12:00:00+00:00,0.000,0.745,5.382
2019-08-17 18:00:00+00:00,0.000,1.458,5.548
2019-08-18 00:00:00+00:00,0.000,0.072,5.947
2019-08-18 06:00:00+00:00,0.000,0.037,5.432
2019-08-18 12:00:00+00:00,0.000,0.823,5.157
2019-08-18 18:00:00+00:00,0.722,1.800,4.512
2019-08-19 00:00:00+00:00,0.400,0.092,6.037
2019-08-19 06:00:00+00:00,5.500,0.049,6.690
2019-08-19 12:00:00+00:00,3.878,1.201,7.140
2019-08-19 18:00:00+00:00,0.000,2.133,7.280
2019-08-20 00:00:00+00:00,0.033,0.097,7.275
2019-08-20 06:00:00+00:00,0.000,0.046,6.970
2019-08-20 12:00:00+00:00,0.089,0.924,6.907
2019-08-20 18:00:00+00:00,0.000,1.755,6.967
2019-08-21 00:00:00+00:00,0.000,0.091,6.842
2019-08-21 06:00:00+00:00,0.000,0.043,6.813
2019-08-21 12:00:00+00:00,0.000,0.956,6.727
2019-08-21 18:00:00+00:00,0.000,1.790,6.365
2019-08-22 00:00:00+00:00,0.000,0.094,6.392
2019-08-22 06:00:00+00:00,0.000,0.030,6.332
2019-08-22 12:00:00+00:00,0.000,0.963,6.338
2019-08-22 18:00:00+00:00,0.000,1.745,6.162
2019-08-23 00:00:00+00:00,0.000,0.092,5.163
2019-08-23 06:00:00+00:00,3.889,0.042,4.903
2019-08-23 12:00:00+00:00,0.000,1.135,6.440
2019-08-23 18:00:00+00:00,0.000,2.144,6.023
2019-08-24 00:00:00+00:00,0.000,0.125,5.443
2019-08-24 06:00:00+00:00,0.000,0.051,6.730
2019-08-24 12:00:00+00:00,0.000,1.096,6.222
2019-08-24 18:00:00+00:00,0.000,2.023,6.207
2019-08-25 00:00:00+00:00,0.000,0.115,6.440
2019-08-25 06:00:00+00:00,0.000,0.042,6.217
2019-08-25 12:00:00+00:00,0.000,1.233,6.027
2019-08-25 18:00:00+00:00,0.000,2.214,6.363
2019-08-26 00:00:00+00:00,0.000,0.097,5.890
2019-08-26 06:00:00+00:00,0.000,0.053,6.187
2019-08-26 12:00:00+00:00,0.000,0.850,6.208
2019-08-26 18:00:00+00:00,0.100,1.249,6.165
2019-08-27 00:00:00+00:00,0.000,0.084,5.162
2019-08-27 06:00:00+00:00,0.000,0.048,5.197
2019-08-27 12:00:00+00:00,0.000,0.754,5.140
2019-08-27 18:00:00+00:00,0.000,1.438,5.128
2019-08-28 00:00:00+00:00,0.000,0.094,4.970
2019-08-28 06:00:00+00:00,0.000,0.043,5.637
2019-08-28 12:00:00+00:00,0.000,1.164,5.058
2019-08-28 18:00:00+00:00,0.000,2.118,5.037
2019-08-29 00:00:00+00:00,0.000,0.123,4.962
2019-08-29 06:00:00+00:00,0.000,0.061,5.140
2019-08-29 12:00:00+00:00,0.000,1.082,5.842
2019-08-29 18:00:00+00:00,0.033,1.968,5.953
2019-08-30 00:00:00+00:00,0.000,0.177,5.525
2019-08-30 06:00:00+00:00,0.000,0.139,4.817
2019-08-30 12:00:00+00:00,0.011,1.170,4.473
2019-08-30 18:00:00+00:00,0.011,2.102,4.553
2019-08-31 00:00:00+00:00,0.000,0.158,4.230
2019-08-31 06:00:00+00:00,0.000,0.074,6.138
2019-08-31 12:00:00+00:00,0.056,0.772,5.243
2019-08-31 18:00:00+00:00,5.267,1.546,5.575
2019-09-01 00:00:00+00:00,0.011,0.083,4.758
2019-09-01 06:00:00+00:00,0.367,0.045,4.870
2019-09-01 12:00:00+00:00,0.111,0.943,5.287
2019-09-01 18:00:00+00:00,0.000,1.759,5.987
2019-09-02 00:00:00+00:00,0.956,0.101,6.682
2019-09-02 06:00:00+00:00,0.000,0.054,6.117
2019-09-02 12:00:00+00:00,0.056,1.205,6.102
2019-09-02 18:00:00+00:00,0.000,2.188,5.983
2019-09-03 00:00:00+00:00,0.000,0.137,6.215
2019-09-03 06:00:00+00:00,0.000,0.044,6.110
2019-09-03 12:00:00+00:00,0.000,1.337,5.560
2019-09-03 18:00:00+00:00,0.000,2.171,5.392
2019-09-04 00:00:00+00:00,0.000,0.139,4.353
2019-09-04 06:00:00+00:00,0.000,0.069,4.848
2019-09-04 12:00:00+00:00,0.000,1.023,5.288
2019-09-04 18:00:00+00:00,0.000,1.776,4.317
2019-09-05 00:00:00+00:00,0.000,0.127,4.495
2019-09-05 06:00:00+00:00,0.000,0.053,4.877
2019-09-05 12:00:00+00:00,0.000,0.942,5.653
2019-09-05 18:00:00+00:00,0.000,1.663,5.503
2019-09-06 00:00:00+00:00,0.556,0.083,5.000
2019-09-06 06:00:00+00:00,0.067,0.052,5.310
2019-09-06 12:00:00+00:00,3.489,1.113,4.497
2019-09-06 18:00:00+00:00,0.344,1.963,4.463
2019-09-07 00:00:00+00:00,0.589,0.137,4.285
2019-09-07 06:00:00+00:00,0.056,0.089,4.853
2019-09-07 12:00:00+00:00,0.000,1.251,5.767
2019-09-07 18:00:00+00:00,0.000,2.179,5.110
2019-09-08 00:00:00+00:00,0.000,0.167,5.635
2019-09-08 06:00:00+00:00,0.000,0.089,5.432
2019-09-08 12:00:00+00:00,0.000,0.805,4.795
2019-09-08 18:00:00+00:00,0.000,1.143,4.622
2019-09-09 00:00:00+00:00,0.000,0.072,5.402
2019-09-09 06:00:00+00:00,0.000,0.037,4.397
2019-09-09 12:00:00+00:00,0.000,0.700,4.308
2019-09-09 18:00:00+00:00,0.000,1.319,4.627
2019-09-10 00:00:00+00:00,0.000,0.076,4.308
2019-09-10 06:00:00+00:00,0.000,0.040,4.805
2019-09-10 12:00:00+00:00,0.000,0.825,5.293
2019-09-10 18:00:00+00:00,0.000,1.368,4.328
2019-09-11 00:00:00+00:00,0.000,0.105,4.633
2019-09-11 06:00:00+00:00,0.000,0.065,4.028
2019-09-11 12:00:00+00:00,0.000,1.061,4.580
2019-09-11 18:00:00+00:00,0.000,1.659,3.577
2019-09-12 00:00:00+00:00,0.000,0.089,3.345
2019-09-12 06:00:00+00:00,0.000,0.047,3.668
2019-09-12 12:00:00+00:00,0.000,0.743,4.363
2019-09-12 18:00:00+00:00,0.000,1.091,4.402
2019-09-13 00:00:00+00:00,0.989,0.081,3.715
2019-09-13 06:00:00+00:00,0.089,0.046,4.095
2019-09-13 12:00:00+00:00,0.000,0.740,4.725
2019-09-13 18:00:00+00:00,0.000,1.168,4.057
2019-09-14 00:00:00+00:00,0.000,0.067,3.175
2019-09-14 06:00:00+00:00,0.044,0.037,2.622
2019-09-14 12:00:00+00:00,0.000,0.665,4.163
2019-09-14 18:00:00+00:00,0.000,1.228,4.228
2019-09-15 00:00:00+00:00,0.000,0.065,4.090
2019-09-15 06:00:00+00:00,0.000,0.039,4.070
2019-09-15 12:00:00+00:00,0.000,0.974,3.537
2019-09-15 18:00:00+00:00,0.000,1.317,3.868
2019-09-16 00:00:00+00:00,0.000,0.065,3.728
2019-09-16 06:00:00+00:00,0.000,0.029,3.735
2019-09-16 12:00:00+00:00,0.000,0.971,3.698
2019-09-16 18:00:00+00:00,0.000,1.522,3.557
2019-09-17 00:00:00+00:00,0.000,0.082,3.398
