datahora,chuva_mm,etp_mm,q_m3s
2019-08-06 18:00:00+00:00,0.000,1.316,11.058
2019-08-07 00:00:00+00:00,0.000,0.055,11.233
2019-08-07 06:00:00+00:00,0.000,0.029,10.955
2019-08-07 12:00:00+00:00,0.000,0.837,10.940
2019-08-07 18:00:00+00:00,0.000,1.784,11.190
2019-08-08 00:00:00+00:00,0.004,0.097,11.202
2019-08-08 06:00:00+00:00,0.000,0.035,11.480
2019-08-08 12:00:00+00:00,0.000,0.941,11.395
2019-08-08 18:00:00+00:00,0.000,1.693,11.352
2019-08-09 00:00:00+00:00,0.000,0.085,11.672
2019-08-09 06:00:00+00:00,0.000,0.052,11.462
2019-08-09 12:00:00+00:00,0.037,0.816,11.580
2019-08-09 18:00:00+00:00,0.000,1.620,11.897
2019-08-10 00:00:00+00:00,0.000,0.081,11.638
2019-08-10 06:00:00+00:00,0.000,0.027,11.533
2019-08-10 12:00:00+00:00,0.037,0.912,11.422
2019-08-10 18:00:00+00:00,0.008,1.619,12.047
2019-08-11 00:00:00+00:00,0.000,0.069,11.892
2019-08-11 06:00:00+00:00,0.000,0.033,11.452
2019-08-11 12:00:00+00:00,0.004,0.996,11.040
2019-08-11 18:00:00+00:00,0.000,2.163,11.295
2019-08-12 00:00:00+00:00,0.000,0.112,11.512
2019-08-12 06:00:00+00:00,0.000,0.046,11.360
2019-08-12 12:00:00+00:00,0.000,1.047,11.288
2019-08-12 18:00:00+00:00,0.000,1.876,11.325
2019-08-13 00:00:00+00:00,0.000,0.096,11.122
2019-08-13 06:00:00+00:00,0.004,0.045,11.058
2019-08-13 12:00:00+00:00,0.000,0.893,10.948
2019-08-13 18:00:00+00:00,0.000,1.667,10.990
2019-08-14 00:00:00+00:00,0.000,0.096,10.780
2019-08-14 06:00:00+00:00,0.000,0.050,10.688
2019-08-14 12:00:00+00:00,0.000,0.807,10.695
2019-08-14 18:00:00+00:00,0.000,1.716,10.603
2019-08-15 00:00:00+00:00,0.000,0.111,10.593
2019-08-15 06:00:00+00:00,0.000,0.049,10.367
2019-08-15 12:00:00+00:00,0.000,0.797,10.212
2019-08-15 18:00:00+00:00,0.000,1.403,10.328
2019-08-16 00:00:00+00:00,0.000,0.079,10.370
2019-08-16 06:00:00+00:00,0.000,0.033,10.157
2019-08-16 12:00:00+00:00,0.000,0.862,10.075
2019-08-16 18:00:00+00:00,0.000,1.593,10.232
2019-08-17 00:00:00+00:00,0.000,0.101,10.202
2019-08-17 06:00:00+00:00,0.000,0.037,9.918
2019-08-17 12:00:00+00:00,0.008,0.771,9.885
2019-08-17 18:00:00+00:00,0.000,1.435,10.365
2019-08-18 00:00:00+00:00,0.000,0.069,10.352
2019-08-18 06:00:00+00:00,0.000,0.035,10.275
2019-08-18 12:00:00+00:00,0.000,0.832,10.360
2019-08-18 18:00:00+00:00,0.463,1.752,10.508
2019-08-19 00:00:00+00:00,0.133,0.090,10.358
2019-08-19 06:00:00+00:00,6.096,0.043,10.197
2019-08-19 12:00:00+00:00,3.058,1.244,10.738
2019-08-19 18:00:00+00:00,0.029,2.151,12.033
2019-08-20 00:00:00+00:00,0.088,0.094,12.997
2019-08-20 06:00:00+00:00,0.079,0.040,13.533
2019-08-20 12:00:00+00:00,0.125,1.000,14.338
2019-08-20 18:00:00+00:00,0.004,1.816,15.833
2019-08-21 00:00:00+00:00,0.008,0.097,16.522
2019-08-21 06:00:00+00:00,0.000,0.043,16.457
2019-08-21 12:00:00+00:00,0.000,1.018,16.002
2019-08-21 18:00:00+00:00,0.000,1.813,15.437
2019-08-22 00:00:00+00:00,0.000,0.097,13.703
2019-08-22 06:00:00+00:00,0.004,0.032,12.477
2019-08-22 12:00:00+00:00,0.088,1.003,12.943
2019-08-22 18:00:00+00:00,0.008,1.763,13.192
2019-08-23 00:00:00+00:00,0.000,0.091,12.413
2019-08-23 06:00:00+00:00,3.529,0.043,12.038
2019-08-23 12:00:00+00:00,0.000,1.193,11.372
2019-08-23 18:00:00+00:00,0.000,2.161,11.357
2019-08-24 00:00:00+00:00,0.000,0.128,11.760
2019-08-24 06:00:00+00:00,0.000,0.056,11.237
2019-08-24 12:00:00+00:00,0.008,1.143,11.010
2019-08-24 18:00:00+00:00,0.000,2.055,11.643
2019-08-25 00:00:00+00:00,0.000,0.119,11.638
2019-08-25 06:00:00+00:00,0.000,0.043,11.183
2019-08-25 12:00:00+00:00,0.000,1.273,11.533
2019-08-25 18:00:00+00:00,0.000,2.252,12.313
2019-08-26 00:00:00+00:00,0.000,0.107,11.895
2019-08-26 06:00:00+00:00,0.000,0.056,11.013
2019-08-26 12:00:00+00:00,0.000,0.898,11.052
2019-08-26 18:00:00+00:00,0.008,1.297,11.665
2019-08-27 00:00:00+00:00,0.000,0.084,11.245
2019-08-27 06:00:00+00:00,0.000,0.046,10.748
2019-08-27 12:00:00+00:00,0.000,0.792,10.710
2019-08-27 18:00:00+00:00,0.000,1.434,10.467
2019-08-28 00:00:00+00:00,0.000,0.091,10.288
2019-08-28 06:00:00+00:00,0.000,0.041,10.262
2019-08-28 12:00:00+00:00,0.025,1.142,9.893
2019-08-28 18:00:00+00:00,0.000,2.062,10.127
2019-08-29 00:00:00+00:00,0.000,0.125,10.432
2019-08-29 06:00:00+00:00,0.008,0.057,10.148
2019-08-29 12:00:00+00:00,0.054,1.095,9.987
2019-08-29 18:00:00+00:00,0.004,1.962,10.227
2019-08-30 00:00:00+00:00,0.000,0.164,10.155
2019-08-30 06:00:00+00:00,0.008,0.124,9.917
2019-08-30 12:00:00+00:00,0.167,1.198,9.955
2019-08-30 18:00:00+00:00,0.546,2.105,10.387
2019-08-31 00:00:00+00:00,0.000,0.144,10.255
2019-08-31 06:00:00+00:00,0.000,0.065,10.275
2019-08-31 12:00:00+00:00,0.758,0.781,10.108
2019-08-31 18:00:00+00:00,3.533,1.481,10.007
2019-09-01 00:00:00+00:00,0.033,0.080,10.218
2019-09-01 06:00:00+00:00,0.267,0.045,10.117
2019-09-01 12:00:00+00:00,0.592,0.953,10.083
2019-09-01 18:00:00+00:00,0.250,1.714,10.378
2019-09-02 00:00:00+00:00,0.675,0.100,10.370
2019-09-02 06:00:00+00:00,0.000,0.050,10.148
2019-09-02 12:00:00+00:00,0.100,1.220,10.360
2019-09-02 18:00:00+00:00,0.000,2.182,10.732
2019-09-03 00:00:00+00:00,0.004,0.135,10.562
2019-09-03 06:00:00+00:00,0.004,0.041,10.170
2019-09-03 12:00:00+00:00,0.000,1.378,10.040
2019-09-03 18:00:00+00:00,0.000,2.150,10.110
2019-09-04 00:00:00+00:00,0.054,0.135,9.673
2019-09-04 06:00:00+00:00,0.000,0.064,9.463
2019-09-04 12:00:00+00:00,0.000,1.039,9.123
2019-09-04 18:00:00+00:00,0.067,1.741,9.037
2019-09-05 00:00:00+00:00,0.004,0.123,8.875
2019-09-05 06:00:00+00:00,0.000,0.048,8.368
2019-09-05 12:00:00+00:00,0.000,0.938,8.138
2019-09-05 18:00:00+00:00,0.008,1.613,8.143
2019-09-06 00:00:00+00:00,0.425,0.080,7.658
2019-09-06 06:00:00+00:00,1.192,0.045,7.110
2019-09-06 12:00:00+00:00,7.062,1.110,6.855
2019-09-06 18:00:00+00:00,1.150,1.962,7.233
2019-09-07 00:00:00+00:00,1.038,0.135,7.175
2019-09-07 06:00:00+00:00,0.083,0.078,7.842
2019-09-07 12:00:00+00:00,0.004,1.240,8.685
2019-09-07 18:00:00+00:00,0.000,2.131,9.703
2019-09-08 00:00:00+00:00,0.000,0.157,10.327
2019-09-08 06:00:00+00:00,0.004,0.081,11.483
2019-09-08 12:00:00+00:00,0.046,0.848,12.667
2019-09-08 18:00:00+00:00,0.000,1.146,13.195
2019-09-09 00:00:00+00:00,0.000,0.068,12.592
2019-09-09 06:00:00+00:00,0.000,0.034,12.060
2019-09-09 12:00:00+00:00,0.000,0.706,11.557
