datahora,chuva_mm,etp_mm,q_m3s
2019-08-06 18:00:00+00:00,0.000,1.424,31.107
2019-08-07 00:00:00+00:00,0.000,0.087,25.628
2019-08-07 06:00:00+00:00,0.000,0.054,27.772
2019-08-07 12:00:00+00:00,0.000,1.122,28.022
2019-08-07 18:00:00+00:00,0.000,1.998,24.693
2019-08-08 00:00:00+00:00,0.000,0.122,18.925
2019-08-08 06:00:00+00:00,0.000,0.059,21.605
2019-08-08 12:00:00+00:00,0.000,1.254,22.030
2019-08-08 18:00:00+00:00,0.000,1.877,20.980
2019-08-09 00:00:00+00:00,0.000,0.139,19.755
2019-08-09 06:00:00+00:00,0.000,0.096,21.780
2019-08-09 12:00:00+00:00,0.000,1.064,21.430
2019-08-09 18:00:00+00:00,0.000,1.865,18.022
2019-08-10 00:00:00+00:00,0.000,0.097,14.857
2019-08-10 06:00:00+00:00,0.000,0.046,16.645
2019-08-10 12:00:00+00:00,0.000,1.185,16.278
2019-08-10 18:00:00+00:00,0.000,1.826,11.005
2019-08-11 00:00:00+00:00,0.625,0.095,12.658
2019-08-11 06:00:00+00:00,0.000,0.050,17.020
2019-08-11 12:00:00+00:00,0.000,1.296,17.320
2019-08-11 18:00:00+00:00,0.000,2.373,15.913
2019-08-12 00:00:00+00:00,0.000,0.164,13.473
2019-08-12 06:00:00+00:00,0.000,0.080,15.602
2019-08-12 12:00:00+00:00,0.000,1.360,15.077
2019-08-12 18:00:00+00:00,0.000,2.125,14.752
2019-08-13 00:00:00+00:00,0.000,0.144,10.845
2019-08-13 06:00:00+00:00,0.000,0.071,13.450
2019-08-13 12:00:00+00:00,0.725,1.201,13.672
2019-08-13 18:00:00+00:00,0.000,2.040,10.992
2019-08-14 00:00:00+00:00,0.000,0.142,13.255
2019-08-14 06:00:00+00:00,0.000,0.083,18.023
2019-08-14 12:00:00+00:00,0.000,1.102,20.505
2019-08-14 18:00:00+00:00,0.000,1.949,19.075
2019-08-15 00:00:00+00:00,0.000,0.153,17.948
2019-08-15 06:00:00+00:00,0.000,0.086,22.140
2019-08-15 12:00:00+00:00,0.000,1.008,23.258
2019-08-15 18:00:00+00:00,0.000,1.589,16.977
2019-08-16 00:00:00+00:00,0.000,0.092,15.098
2019-08-16 06:00:00+00:00,0.000,0.052,17.998
2019-08-16 12:00:00+00:00,0.000,1.137,20.680
2019-08-16 18:00:00+00:00,0.000,1.875,16.402
2019-08-17 00:00:00+00:00,0.000,0.127,12.902
2019-08-17 06:00:00+00:00,0.000,0.052,14.965
2019-08-17 12:00:00+00:00,0.000,1.125,15.943
2019-08-17 18:00:00+00:00,0.000,1.733,12.035
2019-08-18 00:00:00+00:00,0.000,0.104,8.157
2019-08-18 06:00:00+00:00,0.000,0.055,8.333
2019-08-18 12:00:00+00:00,0.000,1.152,12.507
2019-08-18 18:00:00+00:00,0.175,2.027,10.123
2019-08-19 00:00:00+00:00,0.025,0.147,9.250
2019-08-19 06:00:00+00:00,2.688,0.093,11.092
2019-08-19 12:00:00+00:00,14.325,1.549,12.153
2019-08-19 18:00:00+00:00,0.338,2.413,15.162
2019-08-20 00:00:00+00:00,0.713,0.136,18.875
2019-08-20 06:00:00+00:00,0.000,0.074,22.112
2019-08-20 12:00:00+00:00,0.000,1.272,29.957
2019-08-20 18:00:00+00:00,0.000,2.058,32.540
2019-08-21 00:00:00+00:00,0.000,0.133,30.920
2019-08-21 06:00:00+00:00,0.000,0.083,29.617
2019-08-21 12:00:00+00:00,0.000,1.322,27.157
2019-08-21 18:00:00+00:00,0.000,2.113,24.735
2019-08-22 00:00:00+00:00,0.000,0.117,21.902
2019-08-22 06:00:00+00:00,0.000,0.051,23.285
2019-08-22 12:00:00+00:00,0.000,1.263,22.115
2019-08-22 18:00:00+00:00,0.000,2.056,21.790
2019-08-23 00:00:00+00:00,0.000,0.140,19.655
2019-08-23 06:00:00+00:00,3.775,0.088,20.905
2019-08-23 12:00:00+00:00,0.112,1.574,21.405
2019-08-23 18:00:00+00:00,0.000,2.425,20.930
2019-08-24 00:00:00+00:00,0.000,0.191,18.950
2019-08-24 06:00:00+00:00,0.000,0.099,21.255
2019-08-24 12:00:00+00:00,0.062,1.439,21.823
2019-08-24 18:00:00+00:00,0.000,2.242,21.535
2019-08-25 00:00:00+00:00,0.000,0.151,17.235
2019-08-25 06:00:00+00:00,0.000,0.073,22.268
2019-08-25 12:00:00+00:00,0.000,1.607,24.570
2019-08-25 18:00:00+00:00,0.000,2.508,21.897
2019-08-26 00:00:00+00:00,0.000,0.156,17.897
2019-08-26 06:00:00+00:00,0.000,0.107,20.630
2019-08-26 12:00:00+00:00,0.000,1.190,21.605
2019-08-26 18:00:00+00:00,0.000,1.454,18.058
2019-08-27 00:00:00+00:00,0.000,0.092,15.305
2019-08-27 06:00:00+00:00,0.000,0.058,17.520
2019-08-27 12:00:00+00:00,0.000,0.977,16.895
2019-08-27 18:00:00+00:00,0.000,1.621,16.288
2019-08-28 00:00:00+00:00,0.000,0.113,14.748
2019-08-28 06:00:00+00:00,0.000,0.059,16.377
2019-08-28 12:00:00+00:00,0.000,1.445,16.595
2019-08-28 18:00:00+00:00,0.013,2.299,15.498
2019-08-29 00:00:00+00:00,0.000,0.150,11.890
2019-08-29 06:00:00+00:00,0.000,0.102,13.845
2019-08-29 12:00:00+00:00,0.000,1.341,14.568
2019-08-29 18:00:00+00:00,0.300,2.098,12.450
2019-08-30 00:00:00+00:00,0.000,0.194,9.928
2019-08-30 06:00:00+00:00,0.000,0.139,11.758
2019-08-30 12:00:00+00:00,0.000,1.556,11.495
2019-08-30 18:00:00+00:00,0.000,2.408,8.800
2019-08-31 00:00:00+00:00,0.000,0.188,5.648
2019-08-31 06:00:00+00:00,0.000,0.102,7.433
2019-08-31 12:00:00+00:00,0.000,1.046,6.988
2019-08-31 18:00:00+00:00,6.562,1.667,5.810
2019-09-01 00:00:00+00:00,2.013,0.108,6.613
2019-09-01 06:00:00+00:00,1.025,0.071,8.858
2019-09-01 12:00:00+00:00,10.525,1.253,9.138
2019-09-01 18:00:00+00:00,0.950,1.980,10.345
2019-09-02 00:00:00+00:00,9.825,0.119,11.810
2019-09-02 06:00:00+00:00,0.000,0.057,17.232
2019-09-02 12:00:00+00:00,0.062,1.502,28.080
2019-09-02 18:00:00+00:00,0.000,2.417,31.895
2019-09-03 00:00:00+00:00,0.062,0.150,30.128
2019-09-03 06:00:00+00:00,0.025,0.067,27.438
2019-09-03 12:00:00+00:00,0.000,1.675,25.573
2019-09-03 18:00:00+00:00,0.000,2.383,22.867
2019-09-04 00:00:00+00:00,0.000,0.188,20.230
2019-09-04 06:00:00+00:00,0.088,0.088,19.177
2019-09-04 12:00:00+00:00,0.000,1.368,17.997
2019-09-04 18:00:00+00:00,0.000,2.035,18.600
2019-09-05 00:00:00+00:00,0.000,0.154,16.448
2019-09-05 06:00:00+00:00,0.000,0.071,17.745
2019-09-05 12:00:00+00:00,0.000,1.295,18.398
2019-09-05 18:00:00+00:00,0.000,1.945,18.725
2019-09-06 00:00:00+00:00,0.200,0.116,18.197
2019-09-06 06:00:00+00:00,0.062,0.081,18.248
2019-09-06 12:00:00+00:00,1.200,1.517,20.717
2019-09-06 18:00:00+00:00,0.400,2.310,20.203
2019-09-07 00:00:00+00:00,0.312,0.195,18.222
2019-09-07 06:00:00+00:00,0.000,0.118,18.750
2019-09-07 12:00:00+00:00,0.000,1.661,19.327
2019-09-07 18:00:00+00:00,0.000,2.422,16.242
2019-09-08 00:00:00+00:00,0.000,0.217,11.650
2019-09-08 06:00:00+00:00,0.000,0.125,13.035
2019-09-08 12:00:00+00:00,0.000,1.219,11.735
2019-09-08 18:00:00+00:00,0.000,1.531,9.455
2019-09-09 00:00:00+00:00,0.000,0.097,6.447
2019-09-09 06:00:00+00:00,0.000,0.062,8.270
2019-09-09 12:00:00+00:00,0.000,0.996,8.377
2019-09-09 18:00:00+00:00,0.000,1.525,5.898
2019-09-10 00:00:00+00:00,0.000,0.089,4.017
2019-09-10 06:00:00+00:00,0.000,0.049,5.358
2019-09-10 12:00:00+00:00,0.000,1.202,5.630
2019-09-10 18:00:00+00:00,0.000,1.691,3.632
2019-09-11 00:00:00+00:00,0.000,0.118,1.888
2019-09-11 06:00:00+00:00,0.000,0.071,2.875
2019-09-11 12:00:00+00:00,0.000,1.462,3.103
2019-09-11 18:00:00+00:00,0.000,1.992,1.810
2019-09-12 00:00:00+00:00,0.000,0.119,1.098
2019-09-12 06:00:00+00:00,0.000,0.075,2.140
2019-09-12 12:00:00+00:00,0.000,1.145,2.908
2019-09-12 18:00:00+00:00,0.000,1.324,1.967
2019-09-13 00:00:00+00:00,0.075,0.103,2.055
2019-09-13 06:00:00+00:00,0.025,0.058,2.942
2019-09-13 12:00:00+00:00,0.000,0.930,2.272
2019-09-13 18:00:00+00:00,0.000,1.336,1.598
