datahora,chuva_mm,etp_mm,q_m3s
2019-08-07 18:00:00+00:00,0.000,1.485,39.558
2019-08-08 00:00:00+00:00,0.000,0.106,39.273
2019-08-08 06:00:00+00:00,0.000,0.038,38.992
2019-08-08 12:00:00+00:00,0.000,1.252,38.697
2019-08-08 18:00:00+00:00,0.000,1.864,38.417
2019-08-09 00:00:00+00:00,0.000,0.091,38.185
2019-08-09 06:00:00+00:00,0.386,0.054,37.997
2019-08-09 12:00:00+00:00,0.000,1.072,37.820
2019-08-09 18:00:00+00:00,0.009,1.784,37.632
2019-08-10 00:00:00+00:00,0.000,0.091,37.467
2019-08-10 06:00:00+00:00,0.000,0.039,37.303
2019-08-10 12:00:00+00:00,0.000,1.083,37.100
2019-08-10 18:00:00+00:00,0.000,1.792,36.957
2019-08-11 00:00:00+00:00,0.095,0.075,36.950
2019-08-11 06:00:00+00:00,0.432,0.025,36.930
2019-08-11 12:00:00+00:00,0.027,1.179,36.865
2019-08-11 18:00:00+00:00,0.000,2.233,36.707
2019-08-12 00:00:00+00:00,0.000,0.101,36.487
2019-08-12 06:00:00+00:00,0.000,0.027,36.337
2019-08-12 12:00:00+00:00,0.000,1.349,36.202
2019-08-12 18:00:00+00:00,0.000,2.129,35.910
2019-08-13 00:00:00+00:00,0.000,0.103,35.727
2019-08-13 06:00:00+00:00,0.000,0.042,35.480
2019-08-13 12:00:00+00:00,2.495,1.195,35.478
2019-08-13 18:00:00+00:00,0.077,1.990,35.335
2019-08-14 00:00:00+00:00,0.000,0.096,34.935
2019-08-14 06:00:00+00:00,0.000,0.043,34.723
2019-08-14 12:00:00+00:00,0.000,1.127,34.473
2019-08-14 18:00:00+00:00,0.000,1.867,34.260
2019-08-15 00:00:00+00:00,0.000,0.122,34.010
2019-08-15 06:00:00+00:00,0.000,0.057,33.793
2019-08-15 12:00:00+00:00,0.000,1.213,33.595
2019-08-15 18:00:00+00:00,0.000,1.567,33.383
2019-08-16 00:00:00+00:00,0.000,0.069,33.200
2019-08-16 06:00:00+00:00,0.000,0.026,33.157
2019-08-16 12:00:00+00:00,0.000,0.985,33.147
2019-08-16 18:00:00+00:00,0.000,1.678,33.193
2019-08-17 00:00:00+00:00,0.000,0.078,33.237
2019-08-17 06:00:00+00:00,0.000,0.023,33.353
2019-08-17 12:00:00+00:00,0.000,1.127,33.383
2019-08-17 18:00:00+00:00,0.000,1.624,33.300
2019-08-18 00:00:00+00:00,0.000,0.065,33.263
2019-08-18 06:00:00+00:00,0.000,0.029,33.067
2019-08-18 12:00:00+00:00,0.000,1.082,32.832
2019-08-18 18:00:00+00:00,0.223,1.859,32.597
2019-08-19 00:00:00+00:00,0.191,0.099,32.418
2019-08-19 06:00:00+00:00,3.395,0.031,32.303
2019-08-19 12:00:00+00:00,12.441,1.506,32.905
2019-08-19 18:00:00+00:00,1.309,2.321,32.847
2019-08-20 00:00:00+00:00,0.745,0.102,33.020
2019-08-20 06:00:00+00:00,0.177,0.037,33.687
2019-08-20 12:00:00+00:00,0.109,1.471,34.837
2019-08-20 18:00:00+00:00,0.000,2.243,36.057
2019-08-21 00:00:00+00:00,0.000,0.137,36.882
2019-08-21 06:00:00+00:00,0.000,0.051,37.683
2019-08-21 12:00:00+00:00,0.000,1.427,38.617
2019-08-21 18:00:00+00:00,0.000,2.125,39.405
2019-08-22 00:00:00+00:00,0.000,0.118,40.117
2019-08-22 06:00:00+00:00,0.000,0.045,41.047
2019-08-22 12:00:00+00:00,0.000,1.291,42.502
2019-08-22 18:00:00+00:00,0.000,1.978,44.445
2019-08-23 00:00:00+00:00,0.000,0.104,46.725
2019-08-23 06:00:00+00:00,2.018,0.057,48.915
2019-08-23 12:00:00+00:00,0.523,1.591,50.863
2019-08-23 18:00:00+00:00,0.000,2.466,52.323
2019-08-24 00:00:00+00:00,0.000,0.144,53.367
2019-08-24 06:00:00+00:00,0.000,0.089,54.083
2019-08-24 12:00:00+00:00,0.000,1.554,54.490
2019-08-24 18:00:00+00:00,0.000,2.414,54.463
2019-08-25 00:00:00+00:00,0.000,0.138,54.293
2019-08-25 06:00:00+00:00,0.000,0.047,53.783
2019-08-25 12:00:00+00:00,0.000,1.653,53.053
2019-08-25 18:00:00+00:00,0.000,2.595,52.143
2019-08-26 00:00:00+00:00,0.000,0.165,51.187
2019-08-26 06:00:00+00:00,0.000,0.096,50.147
2019-08-26 12:00:00+00:00,0.000,1.306,49.077
2019-08-26 18:00:00+00:00,0.000,1.750,48.153
2019-08-27 00:00:00+00:00,0.000,0.084,47.422
2019-08-27 06:00:00+00:00,0.000,0.045,46.812
2019-08-27 12:00:00+00:00,0.000,1.103,46.137
2019-08-27 18:00:00+00:00,0.000,1.631,45.487
2019-08-28 00:00:00+00:00,0.000,0.081,44.742
