datahora,chuva_mm,etp_mm,q_m3s
2019-08-07 18:00:00+00:00,0.000,1.414,15.843
2019-08-08 00:00:00+00:00,0.000,0.091,15.872
2019-08-08 06:00:00+00:00,0.000,0.034,15.932
2019-08-08 12:00:00+00:00,0.000,1.154,15.937
2019-08-08 18:00:00+00:00,0.000,1.734,15.920
2019-08-09 00:00:00+00:00,0.018,0.080,15.900
2019-08-09 06:00:00+00:00,0.418,0.050,15.843
2019-08-09 12:00:00+00:00,0.000,1.023,15.797
2019-08-09 18:00:00+00:00,0.000,1.684,15.728
2019-08-10 00:00:00+00:00,0.000,0.084,15.688
2019-08-10 06:00:00+00:00,0.000,0.049,15.692
2019-08-10 12:00:00+00:00,0.000,1.012,15.690
2019-08-10 18:00:00+00:00,0.000,1.689,15.683
2019-08-11 00:00:00+00:00,0.141,0.062,15.575
2019-08-11 06:00:00+00:00,0.012,0.023,15.483
2019-08-11 12:00:00+00:00,0.029,1.112,15.378
2019-08-11 18:00:00+00:00,0.000,2.097,15.270
2019-08-12 00:00:00+00:00,0.000,0.079,15.187
2019-08-12 06:00:00+00:00,0.000,0.021,15.092
2019-08-12 12:00:00+00:00,0.000,1.301,15.017
2019-08-12 18:00:00+00:00,0.000,2.050,14.953
2019-08-13 00:00:00+00:00,0.000,0.089,14.860
2019-08-13 06:00:00+00:00,0.000,0.041,14.773
2019-08-13 12:00:00+00:00,1.853,1.149,14.703
2019-08-13 18:00:00+00:00,0.518,1.884,14.648
2019-08-14 00:00:00+00:00,0.000,0.088,14.558
2019-08-14 06:00:00+00:00,0.000,0.038,14.457
2019-08-14 12:00:00+00:00,0.053,1.093,14.382
2019-08-14 18:00:00+00:00,0.000,1.768,14.322
2019-08-15 00:00:00+00:00,0.000,0.120,14.247
2019-08-15 06:00:00+00:00,0.006,0.057,14.258
2019-08-15 12:00:00+00:00,0.000,1.193,14.345
2019-08-15 18:00:00+00:00,0.000,1.467,14.368
2019-08-16 00:00:00+00:00,0.000,0.056,14.333
2019-08-16 06:00:00+00:00,0.000,0.023,14.250
2019-08-16 12:00:00+00:00,0.000,0.904,14.125
2019-08-16 18:00:00+00:00,0.000,1.539,14.038
2019-08-17 00:00:00+00:00,0.000,0.068,13.955
2019-08-17 06:00:00+00:00,0.000,0.020,13.870
2019-08-17 12:00:00+00:00,0.000,1.054,13.768
2019-08-17 18:00:00+00:00,0.000,1.571,13.720
2019-08-18 00:00:00+00:00,0.000,0.058,13.665
2019-08-18 06:00:00+00:00,0.000,0.028,13.623
2019-08-18 12:00:00+00:00,0.000,1.027,13.592
2019-08-18 18:00:00+00:00,0.176,1.793,13.602
2019-08-19 00:00:00+00:00,0.388,0.080,13.570
2019-08-19 06:00:00+00:00,4.494,0.021,13.548
2019-08-19 12:00:00+00:00,10.553,1.584,13.908
2019-08-19 18:00:00+00:00,2.224,2.461,14.075
2019-08-20 00:00:00+00:00,1.141,0.085,14.398
2019-08-20 06:00:00+00:00,0.176,0.026,15.167
2019-08-20 12:00:00+00:00,0.065,1.649,15.662
2019-08-20 18:00:00+00:00,0.000,2.451,16.212
2019-08-21 00:00:00+00:00,0.000,0.124,17.180
2019-08-21 06:00:00+00:00,0.000,0.041,18.345
2019-08-21 12:00:00+00:00,0.006,1.583,19.323
2019-08-21 18:00:00+00:00,0.000,2.246,19.973
2019-08-22 00:00:00+00:00,0.024,0.116,20.358
2019-08-22 06:00:00+00:00,0.000,0.044,20.455
2019-08-22 12:00:00+00:00,0.000,1.361,20.342
2019-08-22 18:00:00+00:00,0.000,2.089,20.052
2019-08-23 00:00:00+00:00,0.000,0.099,19.652
2019-08-23 06:00:00+00:00,2.065,0.048,19.215
2019-08-23 12:00:00+00:00,0.653,1.640,18.788
2019-08-23 18:00:00+00:00,0.000,2.525,18.403
2019-08-24 00:00:00+00:00,0.000,0.134,18.073
2019-08-24 06:00:00+00:00,0.000,0.087,17.843
2019-08-24 12:00:00+00:00,0.000,1.513,17.652
2019-08-24 18:00:00+00:00,0.000,2.314,17.518
2019-08-25 00:00:00+00:00,0.000,0.119,17.435
2019-08-25 06:00:00+00:00,0.000,0.036,17.385
2019-08-25 12:00:00+00:00,0.012,1.617,17.313
2019-08-25 18:00:00+00:00,0.000,2.510,17.202
2019-08-26 00:00:00+00:00,0.000,0.150,17.072
2019-08-26 06:00:00+00:00,0.000,0.086,16.868
2019-08-26 12:00:00+00:00,0.000,1.307,16.597
2019-08-26 18:00:00+00:00,0.000,1.747,16.318
2019-08-27 00:00:00+00:00,0.000,0.092,16.052
2019-08-27 06:00:00+00:00,0.000,0.047,15.782
2019-08-27 12:00:00+00:00,0.000,1.102,15.508
2019-08-27 18:00:00+00:00,0.000,1.569,15.245
2019-08-28 00:00:00+00:00,0.000,0.074,15.000
2019-08-28 06:00:00+00:00,0.000,0.045,14.817
2019-08-28 12:00:00+00:00,0.000,1.161,14.657
2019-08-28 18:00:00+00:00,0.000,1.868,14.535
2019-08-29 00:00:00+00:00,0.000,0.092,14.410
2019-08-29 06:00:00+00:00,0.000,0.054,14.313
2019-08-29 12:00:00+00:00,0.000,1.354,14.210
2019-08-29 18:00:00+00:00,0.000,2.092,14.122
2019-08-30 00:00:00+00:00,0.000,0.135,14.017
2019-08-30 06:00:00+00:00,0.000,0.089,13.915
2019-08-30 12:00:00+00:00,0.000,1.470,13.813
2019-08-30 18:00:00+00:00,0.000,2.190,13.737
2019-08-31 00:00:00+00:00,0.000,0.109,13.617
2019-08-31 06:00:00+00:00,0.000,0.051,13.498
2019-08-31 12:00:00+00:00,0.000,0.998,13.375
2019-08-31 18:00:00+00:00,1.812,1.392,13.297
2019-09-01 00:00:00+00:00,4.518,0.071,13.202
2019-09-01 06:00:00+00:00,0.088,0.046,13.130
2019-09-01 12:00:00+00:00,10.447,1.177,13.155
2019-09-01 18:00:00+00:00,3.553,1.758,13.545
2019-09-02 00:00:00+00:00,20.006,0.092,14.220
2019-09-02 06:00:00+00:00,0.871,0.049,15.905
