datahora,chuva_mm,etp_mm,q_m3s
2019-08-07 18:00:00+00:00,0.000,1.673,
2019-08-08 00:00:00+00:00,0.000,0.138,
2019-08-08 06:00:00+00:00,0.000,0.086,
2019-08-08 12:00:00+00:00,0.000,1.542,
2019-08-08 18:00:00+00:00,0.012,2.013,
2019-08-09 00:00:00+00:00,0.000,0.196,
2019-08-09 06:00:00+00:00,0.000,0.166,
2019-08-09 12:00:00+00:00,0.000,1.304,
2019-08-09 18:00:00+00:00,0.000,2.044,
2019-08-10 00:00:00+00:00,0.000,0.104,
2019-08-10 06:00:00+00:00,0.009,0.068,
2019-08-10 12:00:00+00:00,0.000,1.451,
2019-08-10 18:00:00+00:00,0.018,1.998,
2019-08-11 00:00:00+00:00,0.774,0.114,
2019-08-11 06:00:00+00:00,0.000,0.073,
2019-08-11 12:00:00+00:00,0.026,1.583,
2019-08-11 18:00:00+00:00,0.021,2.560,
2019-08-12 00:00:00+00:00,0.000,0.208,
2019-08-12 06:00:00+00:00,0.000,0.137,
2019-08-12 12:00:00+00:00,0.000,1.652,
2019-08-12 18:00:00+00:00,0.000,2.330,
2019-08-13 00:00:00+00:00,0.000,0.200,
2019-08-13 06:00:00+00:00,0.000,0.110,
2019-08-13 12:00:00+00:00,0.371,1.456,
2019-08-13 18:00:00+00:00,0.162,2.383,
2019-08-14 00:00:00+00:00,0.000,0.188,
2019-08-14 06:00:00+00:00,0.000,0.123,
2019-08-14 12:00:00+00:00,0.000,1.315,
2019-08-14 18:00:00+00:00,0.000,2.144,
2019-08-15 00:00:00+00:00,0.000,0.198,
2019-08-15 06:00:00+00:00,0.000,0.146,
2019-08-15 12:00:00+00:00,0.000,1.104,
2019-08-15 18:00:00+00:00,0.000,1.654,
2019-08-16 00:00:00+00:00,0.000,0.094,
2019-08-16 06:00:00+00:00,0.000,0.078,
2019-08-16 12:00:00+00:00,0.000,1.395,
2019-08-16 18:00:00+00:00,0.000,2.150,
2019-08-17 00:00:00+00:00,0.000,0.150,
2019-08-17 06:00:00+00:00,0.000,0.078,
2019-08-17 12:00:00+00:00,0.000,1.443,
2019-08-17 18:00:00+00:00,0.000,2.030,
2019-08-18 00:00:00+00:00,0.000,0.137,
2019-08-18 06:00:00+00:00,0.000,0.083,
2019-08-18 12:00:00+00:00,0.000,1.445,
2019-08-18 18:00:00+00:00,0.038,2.273,
2019-08-19 00:00:00+00:00,0.029,0.222,
2019-08-19 06:00:00+00:00,5.268,0.174,
2019-08-19 12:00:00+00:00,6.150,1.888,
2019-08-19 18:00:00+00:00,0.032,2.714,
2019-08-20 00:00:00+00:00,0.044,0.186,
2019-08-20 06:00:00+00:00,0.000,0.114,
2019-08-20 12:00:00+00:00,0.000,1.558,
2019-08-20 18:00:00+00:00,0.000,2.262,
2019-08-21 00:00:00+00:00,0.000,0.165,
2019-08-21 06:00:00+00:00,0.000,0.147,
2019-08-21 12:00:00+00:00,0.000,1.624,
2019-08-21 18:00:00+00:00,0.024,2.407,
2019-08-22 00:00:00+00:00,0.000,0.139,
2019-08-22 06:00:00+00:00,0.006,0.077,
2019-08-22 12:00:00+00:00,0.009,1.540,
2019-08-22 18:00:00+00:00,0.009,2.322,
2019-08-23 00:00:00+00:00,0.000,0.188,
2019-08-23 06:00:00+00:00,3.929,0.149,
2019-08-23 12:00:00+00:00,0.059,1.990,
2019-08-23 18:00:00+00:00,0.012,2.686,
2019-08-24 00:00:00+00:00,0.000,0.269,
2019-08-24 06:00:00+00:00,0.006,0.167,
2019-08-24 12:00:00+00:00,0.003,1.760,
2019-08-24 18:00:00+00:00,0.000,2.452,
2019-08-25 00:00:00+00:00,0.000,0.199,
2019-08-25 06:00:00+00:00,0.006,0.134,
2019-08-25 12:00:00+00:00,0.000,2.017,
2019-08-25 18:00:00+00:00,0.000,2.754,
2019-08-26 00:00:00+00:00,0.000,0.206,
2019-08-26 06:00:00+00:00,0.000,0.177,
2019-08-26 12:00:00+00:00,0.000,1.425,
2019-08-26 18:00:00+00:00,0.000,1.543,
2019-08-27 00:00:00+00:00,0.000,0.097,
2019-08-27 06:00:00+00:00,0.000,0.070,
2019-08-27 12:00:00+00:00,0.000,1.051,
2019-08-27 18:00:00+00:00,0.000,1.697,
2019-08-28 00:00:00+00:00,0.000,0.147,
2019-08-28 06:00:00+00:00,0.000,0.088,
2019-08-28 12:00:00+00:00,0.018,1.677,
2019-08-28 18:00:00+00:00,0.003,2.540,
2019-08-29 00:00:00+00:00,0.000,0.178,
2019-08-29 06:00:00+00:00,0.000,0.151,
2019-08-29 12:00:00+00:00,0.000,1.553,
2019-08-29 18:00:00+00:00,0.197,2.194,
2019-08-30 00:00:00+00:00,0.000,0.219,
2019-08-30 06:00:00+00:00,0.000,0.174,
2019-08-30 12:00:00+00:00,0.009,1.927,
2019-08-30 18:00:00+00:00,0.000,2.691,
2019-08-31 00:00:00+00:00,0.000,0.256,
2019-08-31 06:00:00+00:00,0.000,0.154,
2019-08-31 12:00:00+00:00,0.000,1.311,
2019-08-31 18:00:00+00:00,6.762,1.819,
2019-09-01 00:00:00+00:00,2.082,0.136,
2019-09-01 06:00:00+00:00,0.929,0.137,
2019-09-01 12:00:00+00:00,13.809,1.524,
2019-09-01 18:00:00+00:00,4.021,2.183,
2019-09-02 00:00:00+00:00,9.644,0.132,
2019-09-02 06:00:00+00:00,0.018,0.059,
2019-09-02 12:00:00+00:00,0.012,1.773,
2019-09-02 18:00:00+00:00,0.029,2.602,
2019-09-03 00:00:00+00:00,0.003,0.163,
2019-09-03 06:00:00+00:00,0.000,0.129,
2019-09-03 12:00:00+00:00,0.000,2.000,
2019-09-03 18:00:00+00:00,0.000,2.577,
2019-09-04 00:00:00+00:00,0.000,0.239,
2019-09-04 06:00:00+00:00,0.094,0.125,
2019-09-04 12:00:00+00:00,0.006,1.650,
2019-09-04 18:00:00+00:00,0.000,2.302,
2019-09-05 00:00:00+00:00,0.000,0.190,
2019-09-05 06:00:00+00:00,0.000,0.104,
2019-09-05 12:00:00+00:00,0.000,1.574,
2019-09-05 18:00:00+00:00,0.032,2.212,
2019-09-06 00:00:00+00:00,0.174,0.162,
2019-09-06 06:00:00+00:00,0.024,0.133,
2019-09-06 12:00:00+00:00,0.338,1.908,
2019-09-06 18:00:00+00:00,0.021,2.573,
2019-09-07 00:00:00+00:00,0.138,0.265,
2019-09-07 06:00:00+00:00,0.000,0.188,
2019-09-07 12:00:00+00:00,0.000,2.029,
2019-09-07 18:00:00+00:00,0.000,2.600,
2019-09-08 00:00:00+00:00,0.000,0.287,
2019-09-08 06:00:00+00:00,0.000,0.168,
2019-09-08 12:00:00+00:00,0.000,1.473,
2019-09-08 18:00:00+00:00,0.000,1.738,
2019-09-09 00:00:00+00:00,0.000,0.121,
2019-09-09 06:00:00+00:00,0.000,0.102,
2019-09-09 12:00:00+00:00,0.000,1.155,
2019-09-09 18:00:00+00:00,0.000,1.635,
2019-09-10 00:00:00+00:00,0.000,0.099,
2019-09-10 06:00:00+00:00,0.000,0.060,
2019-09-10 12:00:00+00:00,0.000,1.495,
2019-09-10 18:00:00+00:00,0.000,1.931,
2019-09-11 00:00:00+00:00,0.000,0.131,
2019-09-11 06:00:00+00:00,0.000,0.085,
2019-09-11 12:00:00+00:00,0.000,1.842,
2019-09-11 18:00:00+00:00,0.000,2.233,
2019-09-12 00:00:00+00:00,0.000,0.145,
2019-09-12 06:00:00+00:00,0.000,0.130,
2019-09-12 12:00:00+00:00,0.000,1.448,
2019-09-12 18:00:00+00:00,0.000,1.429,
2019-09-13 00:00:00+00:00,0.038,0.128,
2019-09-13 06:00:00+00:00,0.176,0.073,
2019-09-13 12:00:00+00:00,0.000,1.026,
2019-09-13 18:00:00+00:00,0.006,1.433,
2019-09-14 00:00:00+00:00,0.000,0.104,
2019-09-14 06:00:00+00:00,0.003,0.078,
2019-09-14 12:00:00+00:00,0.000,1.112,
2019-09-14 18:00:00+00:00,0.000,1.644,
2019-09-15 00:00:00+00:00,0.347,0.100,
2019-09-15 06:00:00+00:00,0.000,0.082,
2019-09-15 12:00:00+00:00,0.000,1.265,
2019-09-15 18:00:00+00:00,0.006,1.594,
2019-09-16 00:00:00+00:00,0.000,0.057,
2019-09-16 06:00:00+00:00,0.000,0.021,
2019-09-16 12:00:00+00:00,0.000,1.305,
2019-09-16 18:00:00+00:00,0.000,1.816,
2019-09-17 00:00:00+00:00,0.000,0.096,
