65060001,2552023
SAO MATEUS DO SUL,RIO IGUACU
8628139,-50.38172,-25.8824
datahora,q_m3s,qc1_m3s
1930-05-23T10:00:00+00:00,27.00,27.00
1930-05-24T10:00:00+00:00,25.62,25.62
1930-05-25T10:00:00+00:00,25.62,25.62
1930-05-26T10:00:00+00:00,25.62,25.62
1930-05-27T10:00:00+00:00,26.54,26.54
1930-05-28T10:00:00+00:00,26.54,26.54
1930-05-29T10:00:00+00:00,24.24,24.24
1930-05-30T10:00:00+00:00,24.24,24.24
1930-05-31T10:00:00+00:00,24.24,24.24
1930-06-01T10:00:00+00:00,24.24,24.24
1930-06-02T10:00:00+00:00,24.24,24.24
1930-06-03T10:00:00+00:00,24.24,24.24
1930-06-04T10:00:00+00:00,24.24,24.24
1930-06-05T10:00:00+00:00,24.24,24.24
1930-06-06T10:00:00+00:00,23.32,23.32
1930-06-07T10:00:00+00:00,23.32,23.32
1930-06-08T10:00:00+00:00,22.86,22.86
1930-06-09T10:00:00+00:00,22.40,22.40
1930-06-10T10:00:00+00:00,22.40,22.40
1930-06-11T10:00:00+00:00,22.40,22.40
1930-06-12T10:00:00+00:00,22.40,22.40
1930-06-13T10:00:00+00:00,22.40,22.40
1930-06-14T10:00:00+00:00,22.40,22.40
1930-06-15T10:00:00+00:00,22.40,22.40
1930-06-16T10:00:00+00:00,22.40,22.40
1930-06-17T10:00:00+00:00,22.40,22.40
1930-06-18T10:00:00+00:00,22.40,22.40
1930-06-19T10:00:00+00:00,22.40,22.40
1930-06-20T10:00:00+00:00,22.40,22.40
1930-06-21T10:00:00+00:00,22.40,22.40
1930-06-22T10:00:00+00:00,21.97,21.97
1930-06-23T10:00:00+00:00,21.97,21.97
1930-06-24T10:00:00+00:00,21.54,21.54
1930-06-25T10:00:00+00:00,21.11,21.11
1930-06-26T10:00:00+00:00,21.11,21.11
1930-06-27T10:00:00+00:00,20.68,20.68
1930-06-28T10:00:00+00:00,19.82,19.82
1930-06-29T10:00:00+00:00,18.96,18.96
1930-06-30T10:00:00+00:00,18.10,18.10
1930-07-01T10:00:00+00:00,18.10,18.10
1930-07-02T10:00:00+00:00,18.10,18.10
1930-07-03T10:00:00+00:00,17.64,17.64
1930-07-04T10:00:00+00:00,17.18,17.18
1930-07-05T10:00:00+00:00,18.53,18.53
1930-07-06T10:00:00+00:00,22.86,22.86
1930-07-07T10:00:00+00:00,26.54,26.54
1930-07-08T10:00:00+00:00,37.00,37.00
1930-07-09T10:00:00+00:00,46.64,46.64
1930-07-10T10:00:00+00:00,53.30,53.30
1930-07-11T10:00:00+00:00,53.30,53.30
1930-07-12T10:00:00+00:00,53.30,53.30
1930-07-13T10:00:00+00:00,53.30,53.30
1930-07-14T10:00:00+00:00,52.75,52.75
1930-07-15T10:00:00+00:00,47.80,47.80
1930-07-16T10:00:00+00:00,38.00,38.00
1930-07-17T10:00:00+00:00,37.00,37.00
1930-07-18T10:00:00+00:00,33.43,33.43
1930-07-19T10:00:00+00:00,33.43,33.43
1930-07-20T10:00:00+00:00,32.41,32.41
1930-07-21T10:00:00+00:00,29.94,29.94
1930-07-22T10:00:00+00:00,27.98,27.98
1930-07-23T10:00:00+00:00,27.00,27.00
1930-07-24T10:00:00+00:00,26.08,26.08
1930-07-25T10:00:00+00:00,25.62,25.62
1930-07-26T10:00:00+00:00,24.70,24.70
1930-07-27T10:00:00+00:00,24.70,24.70
1930-07-28T10:00:00+00:00,24.70,24.70
1930-07-29T10:00:00+00:00,23.32,23.32
1930-07-30T10:00:00+00:00,23.32,23.32
1930-07-31T10:00:00+00:00,22.86,22.86
1930-08-01T10:00:00+00:00,22.40,22.40
1930-08-02T10:00:00+00:00,21.54,21.54
1930-08-03T10:00:00+00:00,20.68,20.68
1930-08-04T10:00:00+00:00,20.25,20.25
1930-08-05T10:00:00+00:00,20.25,20.25
1930-08-06T10:00:00+00:00,20.25,20.25
1930-08-07T10:00:00+00:00,20.25,20.25
1930-08-08T10:00:00+00:00,20.25,20.25
1930-08-09T10:00:00+00:00,21.11,21.11
1930-08-10T10:00:00+00:00,21.11,21.11
1930-08-11T10:00:00+00:00,21.11,21.11
1930-08-12T10:00:00+00:00,20.68,20.68
1930-08-13T10:00:00+00:00,20.68,20.68
1930-08-14T10:00:00+00:00,21.54,21.54
1930-08-15T10:00:00+00:00,21.97,21.97
1930-08-16T10:00:00+00:00,22.40,22.40
1930-08-17T10:00:00+00:00,29.45,29.45
1930-08-18T10:00:00+00:00,37.00,37.00
1930-08-19T10:00:00+00:00,39.50,39.50
1930-08-20T10:00:00+00:00,44.90,44.90
1930-08-21T10:00:00+00:00,47.80,47.80
1930-08-22T10:00:00+00:00,48.90,48.90
1930-08-23T10:00:00+00:00,48.90,48.90
1930-08-24T10:00:00+00:00,50.55,50.55
1930-08-25T10:00:00+00:00,53.30,53.30
1930-08-26T10:00:00+00:00,37.00,37.00
1930-08-27T10:00:00+00:00,37.00,37.00
1930-08-28T10:00:00+00:00,34.45,34.45
1930-08-29T10:00:00+00:00,31.90,31.90
1930-08-30T10:00:00+00:00,34.45,34.45
1930-08-31T10:00:00+00:00,47.80,47.80
1930-09-01T10:00:00+00:00,59.00,59.00
1930-09-02T10:00:00+00:00,79.70,79.70
1930-09-03T10:00:00+00:00,82.80,82.80
1930-09-04T10:00:00+00:00,76.60,76.60
1930-09-05T10:00:00+00:00,73.60,73.60
1930-09-06T10:00:00+00:00,73.60,73.60
1930-09-07T10:00:00+00:00,67.70,67.70
1930-09-08T10:00:00+00:00,67.70,67.70
1930-09-09T10:00:00+00:00,59.00,59.00
1930-09-10T10:00:00+00:00,53.30,53.30
1930-09-11T10:00:00+00:00,50.55,50.55
1930-09-12T10:00:00+00:00,39.50,39.50
1930-09-13T10:00:00+00:00,34.45,34.45
1930-09-14T10:00:00+00:00,31.90,31.90
1930-09-15T10:00:00+00:00,28.96,28.96
1930-09-16T10:00:00+00:00,27.98,27.98
1930-09-17T10:00:00+00:00,27.49,27.49
1930-09-18T10:00:00+00:00,27.49,27.49
1930-09-19T10:00:00+00:00,27.49,27.49
1930-09-20T10:00:00+00:00,27.49,27.49
1930-09-21T10:00:00+00:00,27.49,27.49
1930-09-22T10:00:00+00:00,27.49,27.49
1930-09-23T10:00:00+00:00,27.49,27.49
1930-09-24T10:00:00+00:00,27.49,27.49
1930-09-25T10:00:00+00:00,27.49,27.49
1930-09-26T10:00:00+00:00,27.49,27.49
1930-09-27T10:00:00+00:00,27.49,27.49
1930-09-28T10:00:00+00:00,27.49,27.49
1930-09-29T10:00:00+00:00,27.49,27.49
1930-09-30T10:00:00+00:00,27.49,27.49
1930-10-01T10:00:00+00:00,27.49,27.49
1930-10-02T10:00:00+00:00,28.47,28.47
1930-10-03T10:00:00+00:00,28.47,28.47
1930-10-04T10:00:00+00:00,28.47,28.47
1930-10-05T10:00:00+00:00,29.45,29.45
1930-10-06T10:00:00+00:00,30.43,30.43
1930-10-07T10:00:00+00:00,31.90,31.90
1930-10-08T10:00:00+00:00,39.50,39.50
1930-10-09T10:00:00+00:00,39.50,39.50
1930-10-10T10:00:00+00:00,39.50,39.50
1930-10-11T10:00:00+00:00,50.55,50.55
1930-10-12T10:00:00+00:00,53.30,53.30
1930-10-13T10:00:00+00:00,57.86,57.86
1930-10-14T10:00:00+00:00,59.00,59.00
1930-10-15T10:00:00+00:00,64.80,64.80
1930-10-16T10:00:00+00:00,71.80,71.80
1930-10-17T10:00:00+00:00,76.60,76.60
1930-10-18T10:00:00+00:00,79.70,79.70
1930-10-19T10:00:00+00:00,84.04,84.04
1930-10-20T10:00:00+00:00,85.90,85.90
1930-10-21T10:00:00+00:00,95.50,95.50
1930-10-22T10:00:00+00:00,108.00,108.00
1930-10-23T10:00:00+00:00,134.80,134.80
1930-10-24T10:00:00+00:00,136.40,136.40
1930-10-25T10:00:00+00:00,136.40,136.40
1930-10-26T10:00:00+00:00,136.40,136.40
1930-10-27T10:00:00+00:00,162.00,162.00
1930-10-28T10:00:00+00:00,174.00,174.00
1930-10-29T10:00:00+00:00,178.00,178.00
1930-10-30T10:00:00+00:00,182.50,182.50
1930-10-31T10:00:00+00:00,182.50,182.50
1930-11-01T10:00:00+00:00,130.00,130.00
1930-11-02T10:00:00+00:00,191.50,191.50
1930-11-03T10:00:00+00:00,191.50,191.50
1930-11-04T10:00:00+00:00,178.00,178.00
1930-11-05T10:00:00+00:00,187.00,187.00
1930-11-06T10:00:00+00:00,192.40,192.40
1930-11-07T10:00:00+00:00,145.00,145.00
1930-11-08T10:00:00+00:00,129.20,129.20
1930-11-09T10:00:00+00:00,120.60,120.60
1930-11-10T10:00:00+00:00,104.50,104.50
1930-11-11T10:00:00+00:00,98.25,98.25
1930-11-12T10:00:00+00:00,77.84,77.84
1930-11-13T10:00:00+00:00,77.84,77.84
1930-11-14T10:00:00+00:00,64.80,64.80
1930-11-15T10:00:00+00:00,64.80,64.80
1930-11-16T10:00:00+00:00,64.80,64.80
1930-11-17T10:00:00+00:00,64.80,64.80
1930-11-18T10:00:00+00:00,64.80,64.80
1930-11-19T10:00:00+00:00,59.00,59.00
1930-11-20T10:00:00+00:00,53.30,53.30
1930-11-21T10:00:00+00:00,53.30,53.30
1930-11-22T10:00:00+00:00,47.80,47.80
1930-11-23T10:00:00+00:00,44.90,44.90
1930-11-24T10:00:00+00:00,64.80,64.80
1930-11-25T10:00:00+00:00,67.12,67.12
1930-11-26T10:00:00+00:00,61.90,61.90
1930-11-27T10:00:00+00:00,56.15,56.15
1930-11-28T10:00:00+00:00,50.55,50.55
1930-11-29T10:00:00+00:00,53.30,53.30
1930-11-30T10:00:00+00:00,47.80,47.80
1930-12-01T10:00:00+00:00,53.87,53.87
1930-12-02T10:00:00+00:00,57.86,57.86
1930-12-03T10:00:00+00:00,56.72,56.72
1930-12-04T10:00:00+00:00,53.30,53.30
1930-12-05T10:00:00+00:00,50.55,50.55
1930-12-06T10:00:00+00:00,47.80,47.80
1930-12-07T10:00:00+00:00,47.80,47.80
1930-12-08T10:00:00+00:00,46.64,46.64
1930-12-09T10:00:00+00:00,47.80,47.80
1930-12-10T10:00:00+00:00,47.22,47.22
1930-12-11T10:00:00+00:00,44.90,44.90
1930-12-12T10:00:00+00:00,43.16,43.16
1930-12-13T10:00:00+00:00,43.74,43.74
1930-12-14T10:00:00+00:00,53.30,53.30
1930-12-15T10:00:00+00:00,56.15,56.15
1930-12-16T10:00:00+00:00,73.60,73.60
1930-12-17T10:00:00+00:00,79.70,79.70
1930-12-18T10:00:00+00:00,81.56,81.56
1930-12-19T10:00:00+00:00,84.04,84.04
1930-12-20T10:00:00+00:00,87.76,87.76
1930-12-21T10:00:00+00:00,95.50,95.50
1930-12-22T10:00:00+00:00,93.55,93.55
1930-12-23T10:00:00+00:00,93.55,93.55
1930-12-24T10:00:00+00:00,89.00,89.00
1930-12-25T10:00:00+00:00,87.76,87.76
1930-12-26T10:00:00+00:00,90.30,90.30
1930-12-27T10:00:00+00:00,90.30,90.30
1930-12-28T10:00:00+00:00,89.65,89.65
1930-12-29T10:00:00+00:00,90.30,90.30
1930-12-30T10:00:00+00:00,96.05,96.05
1930-12-31T10:00:00+00:00,97.15,97.15
1931-01-01T10:00:00+00:00,89.65,89.65
1931-01-02T10:00:00+00:00,89.00,89.00
1931-01-03T10:00:00+00:00,95.50,95.50
1931-01-04T10:00:00+00:00,98.25,98.25
1931-01-05T10:00:00+00:00,104.50,104.50
1931-01-06T10:00:00+00:00,101.00,101.00
1931-01-07T10:00:00+00:00,96.05,96.05
1931-01-08T10:00:00+00:00,97.70,97.70
1931-01-09T10:00:00+00:00,92.25,92.25
1931-01-10T10:00:00+00:00,92.25,92.25
1931-01-11T10:00:00+00:00,92.90,92.90
1931-01-12T10:00:00+00:00,91.60,91.60
1931-01-13T10:00:00+00:00,89.65,89.65
1931-01-14T10:00:00+00:00,89.00,89.00
1931-01-15T10:00:00+00:00,90.30,90.30
1931-01-16T10:00:00+00:00,101.00,101.00
1931-01-17T10:00:00+00:00,112.90,112.90
1931-01-18T10:00:00+00:00,120.60,120.60
1931-01-19T10:00:00+00:00,108.70,108.70
1931-01-20T10:00:00+00:00,106.60,106.60
1931-01-21T10:00:00+00:00,122.00,122.00
1931-01-22T10:00:00+00:00,141.50,141.50
1931-01-23T10:00:00+00:00,145.00,145.00
1931-01-24T10:00:00+00:00,149.00,149.00
1931-01-25T10:00:00+00:00,149.00,149.00
1931-01-26T10:00:00+00:00,146.60,146.60
1931-01-27T10:00:00+00:00,138.00,138.00
1931-01-28T10:00:00+00:00,131.60,131.60
1931-01-29T10:00:00+00:00,125.20,125.20
1931-01-30T10:00:00+00:00,118.50,118.50
1931-01-31T10:00:00+00:00,115.00,115.00
1931-02-01T10:00:00+00:00,111.50,111.50
1931-02-02T10:00:00+00:00,97.70,97.70
1931-02-03T10:00:00+00:00,94.20,94.20
1931-02-04T10:00:00+00:00,77.84,77.84
1931-02-05T10:00:00+00:00,74.20,74.20
1931-02-06T10:00:00+00:00,84.04,84.04
1931-02-07T10:00:00+00:00,116.40,116.40
1931-02-08T10:00:00+00:00,140.80,140.80
1931-02-09T10:00:00+00:00,147.40,147.40
1931-02-10T10:00:00+00:00,145.80,145.80
1931-02-11T10:00:00+00:00,139.40,139.40
1931-02-12T10:00:00+00:00,138.00,138.00
1931-02-13T10:00:00+00:00,128.40,128.40
1931-02-14T10:00:00+00:00,126.80,126.80
1931-02-15T10:00:00+00:00,111.50,111.50
1931-02-16T10:00:00+00:00,109.40,109.40
1931-02-17T10:00:00+00:00,105.20,105.20
1931-02-18T10:00:00+00:00,96.60,96.60
1931-02-19T10:00:00+00:00,94.20,94.20
1931-02-20T10:00:00+00:00,89.00,89.00
1931-02-21T10:00:00+00:00,86.52,86.52
1931-02-22T10:00:00+00:00,80.94,80.94
1931-02-23T10:00:00+00:00,77.84,77.84
1931-02-24T10:00:00+00:00,73.60,73.60
1931-02-25T10:00:00+00:00,73.00,73.00
1931-02-26T10:00:00+00:00,73.00,73.00
1931-02-27T10:00:00+00:00,70.60,70.60
1931-02-28T10:00:00+00:00,79.70,79.70
1931-03-01T10:00:00+00:00,89.00,89.00
1931-03-02T10:00:00+00:00,92.25,92.25
1931-03-03T10:00:00+00:00,89.00,89.00
1931-03-04T10:00:00+00:00,87.76,87.76
1931-03-05T10:00:00+00:00,80.32,80.32
1931-03-06T10:00:00+00:00,75.40,75.40
1931-03-07T10:00:00+00:00,79.70,79.70
1931-03-08T10:00:00+00:00,79.70,79.70
1931-03-09T10:00:00+00:00,101.00,101.00
1931-03-10T10:00:00+00:00,108.00,108.00
1931-03-11T10:00:00+00:00,114.30,114.30
1931-03-12T10:00:00+00:00,113.60,113.60
1931-03-13T10:00:00+00:00,108.00,108.00
1931-03-14T10:00:00+00:00,104.50,104.50
1931-03-15T10:00:00+00:00,96.05,96.05
1931-03-16T10:00:00+00:00,92.25,92.25
1931-03-17T10:00:00+00:00,85.90,85.90
1931-03-18T10:00:00+00:00,79.70,79.70
1931-03-19T10:00:00+00:00,76.60,76.60
1931-03-20T10:00:00+00:00,73.60,73.60
1931-03-21T10:00:00+00:00,72.40,72.40
1931-03-22T10:00:00+00:00,70.60,70.60
1931-03-23T10:00:00+00:00,67.70,67.70
1931-03-24T10:00:00+00:00,67.70,67.70
1931-03-25T10:00:00+00:00,65.38,65.38
1931-03-26T10:00:00+00:00,63.06,63.06
1931-03-27T10:00:00+00:00,53.30,53.30
1931-03-28T10:00:00+00:00,50.55,50.55
1931-03-29T10:00:00+00:00,47.80,47.80
1931-03-30T10:00:00+00:00,44.90,44.90
1931-03-31T10:00:00+00:00,42.58,42.58
1931-04-01T10:00:00+00:00,42.00,42.00
1931-04-02T10:00:00+00:00,39.50,39.50
1931-04-03T10:00:00+00:00,37.50,37.50
1931-04-04T10:00:00+00:00,37.00,37.00
1931-04-05T10:00:00+00:00,37.00,37.00
1931-04-06T10:00:00+00:00,34.45,34.45
1931-04-07T10:00:00+00:00,33.94,33.94
1931-04-08T10:00:00+00:00,34.45,34.45
1931-04-09T10:00:00+00:00,32.92,32.92
1931-04-10T10:00:00+00:00,31.90,31.90
1931-04-11T10:00:00+00:00,31.41,31.41
1931-04-12T10:00:00+00:00,31.41,31.41
1931-04-13T10:00:00+00:00,31.90,31.90
1931-04-14T10:00:00+00:00,31.90,31.90
1931-04-15T10:00:00+00:00,33.94,33.94
1931-04-16T10:00:00+00:00,31.90,31.90
1931-04-17T10:00:00+00:00,29.45,29.45
1931-04-18T10:00:00+00:00,41.50,41.50
1931-04-19T10:00:00+00:00,39.50,39.50
1931-04-20T10:00:00+00:00,38.00,38.00
1931-04-21T10:00:00+00:00,34.96,34.96
1931-04-22T10:00:00+00:00,34.45,34.45
1931-04-23T10:00:00+00:00,37.50,37.50
1931-04-24T10:00:00+00:00,38.00,38.00
1931-04-25T10:00:00+00:00,39.00,39.00
1931-04-26T10:00:00+00:00,39.00,39.00
1931-04-27T10:00:00+00:00,41.00,41.00
1931-04-28T10:00:00+00:00,46.64,46.64
1931-04-29T10:00:00+00:00,50.55,50.55
1931-04-30T10:00:00+00:00,57.86,57.86
1931-05-01T10:00:00+00:00,71.80,71.80
1931-05-02T10:00:00+00:00,120.60,120.60
1931-05-03T10:00:00+00:00,130.00,130.00
1931-05-04T10:00:00+00:00,152.20,152.20
1931-05-05T10:00:00+00:00,157.50,157.50
1931-05-06T10:00:00+00:00,157.50,157.50
1931-05-07T10:00:00+00:00,130.00,130.00
1931-05-08T10:00:00+00:00,108.00,108.00
1931-05-09T10:00:00+00:00,95.50,95.50
1931-05-10T10:00:00+00:00,92.25,92.25
1931-05-11T10:00:00+00:00,89.00,89.00
1931-05-12T10:00:00+00:00,82.80,82.80
1931-05-13T10:00:00+00:00,81.56,81.56
1931-05-14T10:00:00+00:00,82.80,82.80
1931-05-15T10:00:00+00:00,85.90,85.90
1931-05-16T10:00:00+00:00,89.00,89.00
1931-05-17T10:00:00+00:00,95.50,95.50
1931-05-18T10:00:00+00:00,101.00,101.00
1931-05-19T10:00:00+00:00,115.00,115.00
1931-05-20T10:00:00+00:00,141.50,141.50
1931-05-21T10:00:00+00:00,151.40,151.40
1931-05-22T10:00:00+00:00,158.40,158.40
1931-05-23T10:00:00+00:00,153.00,153.00
1931-05-24T10:00:00+00:00,149.00,149.00
1931-05-25T10:00:00+00:00,138.00,138.00
1931-05-26T10:00:00+00:00,115.00,115.00
1931-05-27T10:00:00+00:00,101.00,101.00
1931-05-28T10:00:00+00:00,98.25,98.25
1931-05-29T10:00:00+00:00,95.50,95.50
1931-05-30T10:00:00+00:00,94.20,94.20
1931-05-31T10:00:00+00:00,85.90,85.90
1931-06-01T10:00:00+00:00,87.76,87.76
1931-06-02T10:00:00+00:00,91.60,91.60
1931-06-03T10:00:00+00:00,89.00,89.00
1931-06-04T10:00:00+00:00,92.25,92.25
1931-06-05T10:00:00+00:00,89.00,89.00
1931-06-06T10:00:00+00:00,86.52,86.52
1931-06-07T10:00:00+00:00,82.80,82.80
1931-06-08T10:00:00+00:00,80.32,80.32
1931-06-09T10:00:00+00:00,108.00,108.00
1931-06-10T10:00:00+00:00,118.50,118.50
1931-06-11T10:00:00+00:00,130.00,130.00
1931-06-12T10:00:00+00:00,182.50,182.50
1931-06-13T10:00:00+00:00,196.00,196.00
1931-06-14T10:00:00+00:00,205.00,205.00
1931-06-15T10:00:00+00:00,216.00,216.00
1931-06-16T10:00:00+00:00,228.00,228.00
1931-06-17T10:00:00+00:00,240.00,240.00
1931-06-18T10:00:00+00:00,246.50,246.50
1931-06-19T10:00:00+00:00,253.00,253.00
1931-06-20T10:00:00+00:00,250.40,250.40
1931-06-21T10:00:00+00:00,246.50,246.50
1931-06-22T10:00:00+00:00,240.00,240.00
1931-06-23T10:00:00+00:00,234.00,234.00
1931-06-24T10:00:00+00:00,228.00,228.00
1931-06-25T10:00:00+00:00,216.00,216.00
1931-06-26T10:00:00+00:00,213.80,213.80
1931-06-27T10:00:00+00:00,210.50,210.50
1931-06-28T10:00:00+00:00,205.00,205.00
1931-06-29T10:00:00+00:00,200.50,200.50
1931-06-30T10:00:00+00:00,196.00,196.00
1931-07-01T10:00:00+00:00,188.80,188.80
1931-07-02T10:00:00+00:00,187.00,187.00
1931-07-03T10:00:00+00:00,182.50,182.50
1931-07-04T10:00:00+00:00,178.00,178.00
1931-07-05T10:00:00+00:00,162.00,162.00
1931-07-06T10:00:00+00:00,145.00,145.00
1931-07-07T10:00:00+00:00,138.00,138.00
1931-07-08T10:00:00+00:00,134.00,134.00
1931-07-09T10:00:00+00:00,138.00,138.00
1931-07-10T10:00:00+00:00,141.50,141.50
1931-07-11T10:00:00+00:00,145.00,145.00
1931-07-12T10:00:00+00:00,149.00,149.00
1931-07-13T10:00:00+00:00,141.50,141.50
1931-07-14T10:00:00+00:00,141.50,141.50
1931-07-15T10:00:00+00:00,140.10,140.10
1931-07-16T10:00:00+00:00,138.00,138.00
1931-07-17T10:00:00+00:00,136.40,136.40
1931-07-18T10:00:00+00:00,134.00,134.00
1931-07-19T10:00:00+00:00,130.00,130.00
1931-07-20T10:00:00+00:00,130.00,130.00
1931-07-21T10:00:00+00:00,128.40,128.40
1931-07-22T10:00:00+00:00,126.00,126.00
1931-07-23T10:00:00+00:00,122.00,122.00
1931-07-24T10:00:00+00:00,111.50,111.50
1931-07-25T10:00:00+00:00,101.00,101.00
1931-07-26T10:00:00+00:00,95.50,95.50
1931-07-27T10:00:00+00:00,92.90,92.90
1931-07-28T10:00:00+00:00,85.90,85.90
1931-07-29T10:00:00+00:00,95.50,95.50
1931-07-30T10:00:00+00:00,104.50,104.50
1931-07-31T10:00:00+00:00,108.00,108.00
1931-08-01T10:00:00+00:00,111.50,111.50
1931-08-02T10:00:00+00:00,108.00,108.00
1931-08-03T10:00:00+00:00,104.50,104.50
1931-08-04T10:00:00+00:00,101.00,101.00
1931-08-05T10:00:00+00:00,98.25,98.25
1931-08-06T10:00:00+00:00,95.50,95.50
1931-08-07T10:00:00+00:00,94.20,94.20
1931-08-08T10:00:00+00:00,94.20,94.20
1931-08-09T10:00:00+00:00,95.50,95.50
1931-08-10T10:00:00+00:00,96.60,96.60
1931-08-11T10:00:00+00:00,95.50,95.50
1931-08-12T10:00:00+00:00,94.20,94.20
1931-08-13T10:00:00+00:00,81.56,81.56
1931-08-14T10:00:00+00:00,79.70,79.70
1931-08-15T10:00:00+00:00,73.60,73.60
1931-08-16T10:00:00+00:00,70.60,70.60
1931-08-17T10:00:00+00:00,67.70,67.70
1931-08-18T10:00:00+00:00,64.80,64.80
1931-08-19T10:00:00+00:00,64.22,64.22
1931-08-20T10:00:00+00:00,61.90,61.90
1931-08-21T10:00:00+00:00,57.86,57.86
1931-08-22T10:00:00+00:00,50.55,50.55
1931-08-23T10:00:00+00:00,48.90,48.90
1931-08-24T10:00:00+00:00,45.48,45.48
1931-08-25T10:00:00+00:00,44.32,44.32
1931-08-26T10:00:00+00:00,42.00,42.00
1931-08-27T10:00:00+00:00,42.00,42.00
1931-08-28T10:00:00+00:00,44.90,44.90
1931-08-29T10:00:00+00:00,50.55,50.55
1931-08-30T10:00:00+00:00,67.70,67.70
1931-08-31T10:00:00+00:00,71.80,71.80
1931-09-01T10:00:00+00:00,75.40,75.40
1931-09-02T10:00:00+00:00,82.80,82.80
1931-09-03T10:00:00+00:00,89.00,89.00
1931-09-04T10:00:00+00:00,92.25,92.25
1931-09-05T10:00:00+00:00,79.70,79.70
1931-09-06T10:00:00+00:00,76.60,76.60
1931-09-07T10:00:00+00:00,69.44,69.44
1931-09-08T10:00:00+00:00,68.28,68.28
1931-09-09T10:00:00+00:00,65.96,65.96
1931-09-10T10:00:00+00:00,64.80,64.80
1931-09-11T10:00:00+00:00,67.70,67.70
1931-09-12T10:00:00+00:00,73.60,73.60
1931-09-13T10:00:00+00:00,108.00,108.00
1931-09-14T10:00:00+00:00,122.00,122.00
1931-09-15T10:00:00+00:00,130.00,130.00
1931-09-16T10:00:00+00:00,134.00,134.00
1931-09-17T10:00:00+00:00,141.50,141.50
1931-09-18T10:00:00+00:00,145.00,145.00
1931-09-19T10:00:00+00:00,162.00,162.00
1931-09-20T10:00:00+00:00,187.00,187.00
1931-09-21T10:00:00+00:00,210.50,210.50
1931-09-22T10:00:00+00:00,222.00,222.00
1931-09-23T10:00:00+00:00,234.00,234.00
1931-09-24T10:00:00+00:00,240.00,240.00
1931-09-25T10:00:00+00:00,240.00,240.00
1931-09-26T10:00:00+00:00,237.60,237.60
1931-09-27T10:00:00+00:00,234.00,234.00
1931-09-28T10:00:00+00:00,232.80,232.80
1931-09-29T10:00:00+00:00,228.00,228.00
1931-09-30T10:00:00+00:00,222.00,222.00
1931-10-01T10:00:00+00:00,218.40,218.40
1931-10-02T10:00:00+00:00,216.00,216.00
1931-10-03T10:00:00+00:00,213.80,213.80
1931-10-04T10:00:00+00:00,210.50,210.50
1931-10-05T10:00:00+00:00,205.00,205.00
1931-10-06T10:00:00+00:00,203.20,203.20
1931-10-07T10:00:00+00:00,200.50,200.50
1931-10-08T10:00:00+00:00,191.50,191.50
1931-10-09T10:00:00+00:00,187.00,187.00
1931-10-10T10:00:00+00:00,182.50,182.50
1931-10-11T10:00:00+00:00,187.00,187.00
1931-10-12T10:00:00+00:00,191.50,191.50
1931-10-13T10:00:00+00:00,196.00,196.00
1931-10-14T10:00:00+00:00,197.80,197.80
1931-10-15T10:00:00+00:00,200.50,200.50
1931-10-16T10:00:00+00:00,196.00,196.00
1931-10-17T10:00:00+00:00,191.50,191.50
1931-10-18T10:00:00+00:00,191.50,191.50
1931-10-19T10:00:00+00:00,182.50,182.50
1931-10-20T10:00:00+00:00,178.00,178.00
1931-10-21T10:00:00+00:00,176.40,176.40
1931-10-22T10:00:00+00:00,173.20,173.20
1931-10-23T10:00:00+00:00,170.00,170.00
1931-10-24T10:00:00+00:00,162.00,162.00
1931-10-25T10:00:00+00:00,157.50,157.50
1931-10-26T10:00:00+00:00,153.00,153.00
1931-10-27T10:00:00+00:00,149.00,149.00
1931-10-28T10:00:00+00:00,141.50,141.50
1931-10-29T10:00:00+00:00,134.00,134.00
1931-10-30T10:00:00+00:00,128.40,128.40
1931-10-31T10:00:00+00:00,120.60,120.60
1931-11-01T10:00:00+00:00,56.15,56.15
1931-11-02T10:00:00+00:00,55.01,55.01
1931-11-03T10:00:00+00:00,47.80,47.80
1931-11-04T10:00:00+00:00,52.20,52.20
1931-11-05T10:00:00+00:00,50.55,50.55
1931-11-06T10:00:00+00:00,50.55,50.55
1931-11-07T10:00:00+00:00,51.10,51.10
1931-11-08T10:00:00+00:00,52.20,52.20
1931-11-09T10:00:00+00:00,52.75,52.75
1931-11-10T10:00:00+00:00,53.30,53.30
1931-11-11T10:00:00+00:00,55.01,55.01
1931-11-12T10:00:00+00:00,56.15,56.15
1931-11-13T10:00:00+00:00,56.72,56.72
1931-11-14T10:00:00+00:00,48.90,48.90
1931-11-15T10:00:00+00:00,101.00,101.00
1931-11-16T10:00:00+00:00,97.70,97.70
1931-11-17T10:00:00+00:00,92.90,92.90
1931-11-18T10:00:00+00:00,89.00,89.00
1931-11-19T10:00:00+00:00,82.80,82.80
1931-11-20T10:00:00+00:00,77.84,77.84
1931-11-21T10:00:00+00:00,74.80,74.80
1931-11-22T10:00:00+00:00,77.22,77.22
1931-11-23T10:00:00+00:00,74.20,74.20
1931-11-24T10:00:00+00:00,73.00,73.00
1931-11-25T10:00:00+00:00,70.60,70.60
1931-11-26T10:00:00+00:00,67.12,67.12
1931-11-27T10:00:00+00:00,67.12,67.12
1931-11-28T10:00:00+00:00,70.02,70.02
1931-11-29T10:00:00+00:00,74.20,74.20
1931-11-30T10:00:00+00:00,76.60,76.60
