datahora,chuva_mm,etp_mm,q_m3s
2019-08-03 18:00:00+00:00,0.011,1.508,0.383
2019-08-04 00:00:00+00:00,0.000,0.172,0.370
2019-08-04 06:00:00+00:00,0.000,0.095,0.357
2019-08-04 12:00:00+00:00,0.000,1.239,0.337
2019-08-04 18:00:00+00:00,0.000,2.115,0.322
2019-08-05 00:00:00+00:00,0.000,0.235,0.317
2019-08-05 06:00:00+00:00,0.000,0.179,0.307
2019-08-05 12:00:00+00:00,0.000,1.250,0.297
2019-08-05 18:00:00+00:00,0.011,1.990,0.288
2019-08-06 00:00:00+00:00,0.000,0.164,0.290
2019-08-06 06:00:00+00:00,0.000,0.076,0.278
2019-08-06 12:00:00+00:00,0.000,1.145,0.270
2019-08-06 18:00:00+00:00,0.000,2.234,0.265
2019-08-07 00:00:00+00:00,0.000,0.204,0.265
2019-08-07 06:00:00+00:00,0.000,0.129,0.258
2019-08-07 12:00:00+00:00,0.000,1.172,0.250
2019-08-07 18:00:00+00:00,0.000,2.195,0.248
2019-08-08 00:00:00+00:00,0.000,0.150,0.255
2019-08-08 06:00:00+00:00,0.000,0.072,0.253
2019-08-08 12:00:00+00:00,0.067,1.319,0.250
2019-08-08 18:00:00+00:00,0.056,2.108,0.248
2019-08-09 00:00:00+00:00,0.000,0.201,0.248
2019-08-09 06:00:00+00:00,0.000,0.157,0.250
2019-08-09 12:00:00+00:00,0.000,1.150,0.245
2019-08-09 18:00:00+00:00,0.000,1.933,0.240
2019-08-10 00:00:00+00:00,0.000,0.165,0.240
2019-08-10 06:00:00+00:00,0.000,0.063,0.240
2019-08-10 12:00:00+00:00,0.000,1.184,0.235
2019-08-10 18:00:00+00:00,0.022,1.952,0.225
2019-08-11 00:00:00+00:00,0.000,0.140,0.228
2019-08-11 06:00:00+00:00,0.000,0.077,0.220
2019-08-11 12:00:00+00:00,0.011,1.412,0.213
2019-08-11 18:00:00+00:00,0.000,2.464,0.205
2019-08-12 00:00:00+00:00,0.000,0.213,0.208
2019-08-12 06:00:00+00:00,0.000,0.116,0.220
2019-08-12 12:00:00+00:00,0.000,1.438,0.213
2019-08-12 18:00:00+00:00,0.000,2.281,0.208
2019-08-13 00:00:00+00:00,0.000,0.235,0.207
2019-08-13 06:00:00+00:00,0.000,0.127,0.213
2019-08-13 12:00:00+00:00,0.000,1.299,0.205
2019-08-13 18:00:00+00:00,0.000,2.174,0.200
2019-08-14 00:00:00+00:00,0.556,0.227,0.200
2019-08-14 06:00:00+00:00,0.000,0.148,0.188
2019-08-14 12:00:00+00:00,0.000,1.326,0.178
2019-08-14 18:00:00+00:00,0.000,2.136,0.160
2019-08-15 00:00:00+00:00,0.000,0.218,0.168
2019-08-15 06:00:00+00:00,0.000,0.123,0.162
2019-08-15 12:00:00+00:00,0.000,1.091,0.142
2019-08-15 18:00:00+00:00,0.000,1.839,0.123
2019-08-16 00:00:00+00:00,0.000,0.151,0.120
2019-08-16 06:00:00+00:00,0.000,0.086,0.130
2019-08-16 12:00:00+00:00,0.000,1.320,0.127
2019-08-16 18:00:00+00:00,0.000,2.255,0.120
2019-08-17 00:00:00+00:00,0.000,0.221,0.120
2019-08-17 06:00:00+00:00,0.000,0.102,0.128
2019-08-17 12:00:00+00:00,0.000,1.269,0.125
2019-08-17 18:00:00+00:00,0.000,1.958,0.120
2019-08-18 00:00:00+00:00,0.000,0.162,0.120
2019-08-18 06:00:00+00:00,0.000,0.087,0.125
2019-08-18 12:00:00+00:00,0.000,1.303,0.122
2019-08-18 18:00:00+00:00,0.000,2.245,0.118
2019-08-19 00:00:00+00:00,0.956,0.238,0.120
2019-08-19 06:00:00+00:00,5.033,0.119,0.145
2019-08-19 12:00:00+00:00,0.000,1.587,0.182
2019-08-19 18:00:00+00:00,0.000,2.463,0.162
2019-08-20 00:00:00+00:00,0.000,0.241,0.160
2019-08-20 06:00:00+00:00,0.000,0.171,0.158
2019-08-20 12:00:00+00:00,0.000,1.251,0.147
2019-08-20 18:00:00+00:00,0.000,2.184,0.140
2019-08-21 00:00:00+00:00,0.000,0.214,0.150
2019-08-21 06:00:00+00:00,0.000,0.104,0.148
2019-08-21 12:00:00+00:00,0.000,1.317,0.138
