datahora,chuva_mm,etp_mm,q_m3s
2019-07-16 06:00:00+00:00,0.000,0.032,14.328
2019-07-16 12:00:00+00:00,0.000,0.899,14.208
2019-07-16 18:00:00+00:00,0.000,1.468,14.128
2019-07-17 00:00:00+00:00,0.000,0.086,14.047
2019-07-17 06:00:00+00:00,0.000,0.027,13.970
2019-07-17 12:00:00+00:00,0.000,0.841,13.898
2019-07-17 18:00:00+00:00,0.000,1.491,13.837
2019-07-18 00:00:00+00:00,0.000,0.078,13.760
2019-07-18 06:00:00+00:00,0.000,0.038,13.662
2019-07-18 12:00:00+00:00,0.000,0.707,13.553
2019-07-18 18:00:00+00:00,0.000,1.125,13.410
2019-07-19 00:00:00+00:00,0.000,0.055,13.287
2019-07-19 06:00:00+00:00,0.000,0.020,13.170
2019-07-19 12:00:00+00:00,0.000,0.766,13.033
2019-07-19 18:00:00+00:00,0.000,1.385,12.902
2019-07-20 00:00:00+00:00,0.000,0.077,12.765
2019-07-20 06:00:00+00:00,0.000,0.031,12.617
2019-07-20 12:00:00+00:00,0.000,0.830,12.452
2019-07-20 18:00:00+00:00,0.000,1.464,12.290
2019-07-21 00:00:00+00:00,0.000,0.096,12.162
2019-07-21 06:00:00+00:00,0.000,0.037,12.037
2019-07-21 12:00:00+00:00,0.000,0.851,11.912
2019-07-21 18:00:00+00:00,0.000,1.511,11.808
2019-07-22 00:00:00+00:00,0.000,0.080,11.710
2019-07-22 06:00:00+00:00,0.000,0.036,11.632
2019-07-22 12:00:00+00:00,0.000,0.759,11.533
2019-07-22 18:00:00+00:00,0.000,1.414,11.418
2019-07-23 00:00:00+00:00,0.000,0.070,11.323
2019-07-23 06:00:00+00:00,0.000,0.034,11.250
2019-07-23 12:00:00+00:00,0.000,0.818,11.172
2019-07-23 18:00:00+00:00,0.000,1.429,11.065
2019-07-24 00:00:00+00:00,0.000,0.075,10.992
2019-07-24 06:00:00+00:00,0.000,0.032,10.928
2019-07-24 12:00:00+00:00,0.000,0.874,10.847
2019-07-24 18:00:00+00:00,0.000,1.409,10.762
2019-07-25 00:00:00+00:00,0.000,0.069,10.662
2019-07-25 06:00:00+00:00,0.000,0.030,10.587
2019-07-25 12:00:00+00:00,0.000,1.025,10.518
2019-07-25 18:00:00+00:00,0.000,1.691,10.453
2019-07-26 00:00:00+00:00,0.000,0.092,10.390
2019-07-26 06:00:00+00:00,0.000,0.041,10.305
2019-07-26 12:00:00+00:00,0.000,1.035,10.215
2019-07-26 18:00:00+00:00,0.000,1.717,10.113
2019-07-27 00:00:00+00:00,0.000,0.087,10.040
2019-07-27 06:00:00+00:00,0.000,0.043,9.968
2019-07-27 12:00:00+00:00,0.000,0.842,9.912
2019-07-27 18:00:00+00:00,0.000,1.399,9.843
2019-07-28 00:00:00+00:00,0.071,0.077,9.790
2019-07-28 06:00:00+00:00,0.000,0.027,9.733
2019-07-28 12:00:00+00:00,0.033,0.908,9.673
2019-07-28 18:00:00+00:00,0.000,1.662,9.632
2019-07-29 00:00:00+00:00,0.000,0.063,9.608
2019-07-29 06:00:00+00:00,0.000,0.040,9.577
2019-07-29 12:00:00+00:00,0.000,0.917,9.528
2019-07-29 18:00:00+00:00,0.000,1.694,9.477
2019-07-30 00:00:00+00:00,0.000,0.079,9.428
2019-07-30 06:00:00+00:00,0.000,0.030,9.403
2019-07-30 12:00:00+00:00,0.190,0.949,9.342
2019-07-30 18:00:00+00:00,1.205,1.531,9.287
2019-07-31 00:00:00+00:00,0.000,0.078,9.235
2019-07-31 06:00:00+00:00,0.000,0.033,9.190
2019-07-31 12:00:00+00:00,0.005,0.811,9.138
2019-07-31 18:00:00+00:00,0.029,1.380,9.103
2019-08-01 00:00:00+00:00,0.000,0.048,9.057
2019-08-01 06:00:00+00:00,0.000,0.020,9.012
2019-08-01 12:00:00+00:00,0.000,0.770,8.960
2019-08-01 18:00:00+00:00,0.000,1.380,8.908
2019-08-02 00:00:00+00:00,0.000,0.045,8.840
2019-08-02 06:00:00+00:00,0.000,0.017,8.787
2019-08-02 12:00:00+00:00,0.014,0.874,8.737
2019-08-02 18:00:00+00:00,0.743,1.593,8.777
2019-08-03 00:00:00+00:00,0.152,0.081,8.700
2019-08-03 06:00:00+00:00,0.000,0.032,8.625
2019-08-03 12:00:00+00:00,0.000,0.981,8.520
2019-08-03 18:00:00+00:00,0.019,1.668,8.478
2019-08-04 00:00:00+00:00,0.000,0.074,8.395
2019-08-04 06:00:00+00:00,0.000,0.027,8.303
2019-08-04 12:00:00+00:00,0.000,1.038,8.230
2019-08-04 18:00:00+00:00,0.005,1.855,8.227
2019-08-05 00:00:00+00:00,0.000,0.081,8.137
2019-08-05 06:00:00+00:00,0.000,0.032,8.070
2019-08-05 12:00:00+00:00,0.000,1.103,8.005
2019-08-05 18:00:00+00:00,0.000,1.733,7.970
2019-08-06 00:00:00+00:00,0.000,0.089,7.912
2019-08-06 06:00:00+00:00,0.000,0.022,7.858
2019-08-06 12:00:00+00:00,0.000,0.994,7.812
2019-08-06 18:00:00+00:00,0.014,1.840,7.773
2019-08-07 00:00:00+00:00,0.000,0.079,7.725
2019-08-07 06:00:00+00:00,0.000,0.031,7.683
