datahora,chuva_mm,etp_mm,q_m3s
2019-07-29 18:00:00+00:00,0.006,1.692,
2019-07-30 00:00:00+00:00,0.000,0.432,
2019-07-30 06:00:00+00:00,0.004,0.220,
2019-07-30 12:00:00+00:00,4.297,1.004,
2019-07-30 18:00:00+00:00,0.588,1.688,
2019-07-31 00:00:00+00:00,0.004,0.286,
2019-07-31 06:00:00+00:00,0.022,0.198,
2019-07-31 12:00:00+00:00,0.000,1.190,
2019-07-31 18:00:00+00:00,0.187,2.157,
2019-08-01 00:00:00+00:00,0.000,0.282,
2019-08-01 06:00:00+00:00,0.022,0.154,
2019-08-01 12:00:00+00:00,0.000,1.155,
2019-08-01 18:00:00+00:00,0.002,1.879,
2019-08-02 00:00:00+00:00,0.000,0.245,
2019-08-02 06:00:00+00:00,0.000,0.127,
2019-08-02 12:00:00+00:00,0.341,1.114,
2019-08-02 18:00:00+00:00,0.142,1.837,
2019-08-03 00:00:00+00:00,0.000,0.283,
2019-08-03 06:00:00+00:00,0.000,0.180,
2019-08-03 12:00:00+00:00,0.003,1.186,
2019-08-03 18:00:00+00:00,0.006,2.136,
2019-08-04 00:00:00+00:00,0.000,0.371,
2019-08-04 06:00:00+00:00,0.000,0.248,
2019-08-04 12:00:00+00:00,0.000,1.405,
2019-08-04 18:00:00+00:00,0.000,2.326,
2019-08-05 00:00:00+00:00,0.000,0.500,
2019-08-05 06:00:00+00:00,0.000,0.391,
2019-08-05 12:00:00+00:00,0.000,1.397,
2019-08-05 18:00:00+00:00,0.006,2.170,
2019-08-06 00:00:00+00:00,0.000,0.328,
2019-08-06 06:00:00+00:00,0.000,0.204,
2019-08-06 12:00:00+00:00,0.000,1.202,
2019-08-06 18:00:00+00:00,0.000,2.376,
2019-08-07 00:00:00+00:00,0.000,0.392,
2019-08-07 06:00:00+00:00,0.000,0.265,
2019-08-07 12:00:00+00:00,0.000,1.236,
2019-08-07 18:00:00+00:00,0.000,2.377,
2019-08-08 00:00:00+00:00,0.000,0.293,
2019-08-08 06:00:00+00:00,0.001,0.181,
2019-08-08 12:00:00+00:00,0.049,1.383,
