datahora,chuva_mm,etp_mm,q_m3s
2019-07-29 18:00:00+00:00,0.000,1.588,989.702
2019-07-30 00:00:00+00:00,0.000,0.311,1572.933
2019-07-30 06:00:00+00:00,0.287,0.157,1604.850
2019-07-30 12:00:00+00:00,5.119,0.928,1425.283
2019-07-30 18:00:00+00:00,0.011,1.654,1065.443
2019-07-31 00:00:00+00:00,0.000,0.198,1564.972
2019-07-31 06:00:00+00:00,0.482,0.136,1916.425
2019-07-31 12:00:00+00:00,0.011,1.141,1533.388
2019-07-31 18:00:00+00:00,0.003,2.112,1346.742
2019-08-01 00:00:00+00:00,0.000,0.198,1676.595
2019-08-01 06:00:00+00:00,0.339,0.105,1825.278
2019-08-01 12:00:00+00:00,0.006,1.102,1452.463
2019-08-01 18:00:00+00:00,0.000,1.833,1418.908
2019-08-02 00:00:00+00:00,0.000,0.202,1599.700
2019-08-02 06:00:00+00:00,0.039,0.116,1699.917
2019-08-02 12:00:00+00:00,0.890,1.098,1425.633
2019-08-02 18:00:00+00:00,0.000,1.824,926.910
2019-08-03 00:00:00+00:00,0.000,0.228,1190.307
2019-08-03 06:00:00+00:00,0.071,0.150,1824.472
2019-08-03 12:00:00+00:00,0.006,1.079,1657.647
2019-08-03 18:00:00+00:00,0.000,2.066,923.183
2019-08-04 00:00:00+00:00,0.000,0.275,654.298
2019-08-04 06:00:00+00:00,0.000,0.199,637.817
2019-08-04 12:00:00+00:00,0.000,1.336,657.173
2019-08-04 18:00:00+00:00,0.000,2.282,609.697
2019-08-05 00:00:00+00:00,0.000,0.410,618.170
2019-08-05 06:00:00+00:00,0.000,0.344,818.672
2019-08-05 12:00:00+00:00,0.006,1.300,1032.995
2019-08-05 18:00:00+00:00,0.000,2.097,950.202
2019-08-06 00:00:00+00:00,0.000,0.248,1285.208
2019-08-06 06:00:00+00:00,0.000,0.168,1412.250
2019-08-06 12:00:00+00:00,0.000,1.264,1594.325
2019-08-06 18:00:00+00:00,0.000,2.369,1387.775
2019-08-07 00:00:00+00:00,0.000,0.286,1737.033
2019-08-07 06:00:00+00:00,0.000,0.210,1846.937
2019-08-07 12:00:00+00:00,0.000,1.235,1469.245
2019-08-07 18:00:00+00:00,0.000,2.256,1187.417
2019-08-08 00:00:00+00:00,0.000,0.229,1304.600
2019-08-08 06:00:00+00:00,0.000,0.135,1599.467
2019-08-08 12:00:00+00:00,0.008,1.358,1386.117
2019-08-08 18:00:00+00:00,0.074,2.198,1073.467
2019-08-09 00:00:00+00:00,0.000,0.292,1291.817
2019-08-09 06:00:00+00:00,0.000,0.213,1401.742
2019-08-09 12:00:00+00:00,0.006,1.217,1456.033
2019-08-09 18:00:00+00:00,0.000,2.003,1263.500
2019-08-10 00:00:00+00:00,0.000,0.244,1491.100
2019-08-10 06:00:00+00:00,0.000,0.116,1551.150
2019-08-10 12:00:00+00:00,0.024,1.217,1349.350
2019-08-10 18:00:00+00:00,0.110,1.987,1025.025
2019-08-11 00:00:00+00:00,0.032,0.205,917.757
2019-08-11 06:00:00+00:00,0.000,0.156,1062.975
2019-08-11 12:00:00+00:00,0.006,1.548,882.647
2019-08-11 18:00:00+00:00,0.024,2.594,689.328
2019-08-12 00:00:00+00:00,0.053,0.321,643.135
2019-08-12 06:00:00+00:00,0.052,0.223,1020.510
2019-08-12 12:00:00+00:00,0.000,1.521,1033.293
2019-08-12 18:00:00+00:00,0.000,2.376,1169.825
2019-08-13 00:00:00+00:00,0.011,0.370,1570.425
2019-08-13 06:00:00+00:00,0.000,0.239,1737.563
2019-08-13 12:00:00+00:00,0.021,1.385,1607.147
2019-08-13 18:00:00+00:00,0.000,2.223,1136.250
2019-08-14 00:00:00+00:00,0.000,0.383,1312.767
2019-08-14 06:00:00+00:00,0.000,0.306,1697.337
2019-08-14 12:00:00+00:00,0.000,1.387,1823.067
2019-08-14 18:00:00+00:00,0.000,2.218,1422.592
2019-08-15 00:00:00+00:00,0.000,0.310,1775.482
2019-08-15 06:00:00+00:00,0.000,0.226,1875.945
2019-08-15 12:00:00+00:00,0.000,1.197,1633.783
2019-08-15 18:00:00+00:00,0.000,1.894,1211.233
2019-08-16 00:00:00+00:00,0.000,0.244,1659.203
2019-08-16 06:00:00+00:00,0.000,0.171,1838.962
2019-08-16 12:00:00+00:00,0.000,1.409,1499.150
2019-08-16 18:00:00+00:00,0.000,2.388,1153.875
